vendor_id,quarter,tier,composite,accel_flag,stall_flag
V0013,2024Q3,A,69.09669522643819,True,False
V0013,2025Q1,A,40.18090575275398,False,True
V0013,2025Q3,A,68.18604651162791,True,False
V0013,2025Q4,A,91.65813953488373,True,False
V0014,2023Q3,A,36.85304471575163,False,True
V0014,2024Q2,A,66.22665979711124,True,False
V0014,2024Q3,A,81.7529987760098,True,False
V0014,2025Q4,A,73.94031007751938,True,False
V0015,2024Q2,B,68.96374829001367,True,False
V0015,2024Q4,B,38.212209302325576,False,True
V0015,2025Q2,B,66.36627906976743,True,False
V0015,2025Q3,B,80.28779069767441,True,False
V0016,2023Q4,C,26.162790697674417,False,True
V0017,2023Q4,C,33.22784810126582,False,True
V0017,2024Q1,C,73.71794871794873,True,False
V0017,2025Q3,C,38.333333333333336,False,True
V0018,2023Q3,B,94.9367088607595,True,False
V0018,2023Q4,B,13.680520245136082,False,True
V0018,2024Q3,B,23.28363191276288,False,True
V0018,2024Q4,B,93.73539557138086,True,False
V0018,2025Q1,B,77.51196172248804,True,False
V0019,2023Q4,B,26.917459366339596,False,True
V0019,2024Q1,B,90.67177166724677,True,False
V0019,2024Q2,B,89.53399541634835,True,False
V0019,2024Q3,B,13.101214574898787,False,True
V0019,2024Q4,B,72.32388663967612,True,False
V0019,2025Q1,B,82.04048582995952,True,False
V0019,2025Q2,B,22.13765182186235,False,True
V0019,2025Q3,B,76.15384615384616,True,False
V0020,2023Q3,B,10.126582278481013,False,True
V0020,2024Q2,B,27.865791713571834,False,True
V0020,2024Q3,B,60.79336819850895,True,False
V0020,2024Q4,B,87.77122510292644,True,False
V0020,2025Q1,B,44.43084455324357,False,True
V0020,2025Q2,B,86.38032713920106,True,False
V0021,2023Q3,B,18.9873417721519,False,True
V0021,2024Q1,B,73.73014582316908,True,False
V0021,2024Q3,B,40.508512295538,False,True
V0021,2025Q1,B,60.00890174696783,True,False
V0021,2025Q3,B,77.39252995066948,True,False
V0022,2023Q3,A,98.66863905325444,True,False
V0022,2024Q3,A,25.81003671970624,False,True
V0022,2025Q1,A,9.133170134638924,False,True
V0022,2025Q2,A,58.82545899632803,True,False
V0023,2023Q4,B,83.28027863081418,True,False
V0023,2024Q1,B,8.017171365587654,False,True
V0023,2024Q2,B,67.73226773226773,True,False
V0023,2024Q3,B,67.21457489878543,True,False
V0023,2025Q3,B,38.205128205128204,False,True
V0024,2024Q1,C,32.84313725490196,False,True
V0024,2024Q2,C,57.35294117647059,True,False
V0025,2024Q1,B,96.27567003132613,True,False
V0025,2024Q2,B,29.71146500558265,False,True
V0025,2024Q3,B,83.65991902834007,True,False
V0025,2024Q4,B,19.449392712550605,False,True
V0026,2023Q3,B,19.962924125533668,False,True
V0026,2024Q4,B,9.481781376518219,False,True
V0027,2023Q3,A,68.0192494944199,True,False
V0028,2023Q4,B,56.56327775844997,True,False
V0028,2024Q1,B,66.61245731013172,True,False
V0028,2024Q3,B,23.756537220429507,False,True
V0028,2024Q4,B,59.83086680761099,True,False
V0028,2025Q1,B,63.59185490152441,True,False
V0028,2025Q2,B,99.04306220095692,True,False
V0029,2023Q3,A,33.30462137667591,False,True
V0029,2024Q1,A,64.64432284541724,True,False
V0029,2025Q2,A,41.79253365973072,False,True
V0029,2025Q4,A,82.46821705426356,True,False
V0030,2023Q3,C,58.54430379746836,True,False
V0030,2023Q4,C,69.9367088607595,True,False
V0030,2024Q1,C,33.33333333333333,False,True
V0030,2024Q3,C,61.84210526315789,True,False
V0030,2024Q4,C,27.63157894736842,False,True
V0030,2025Q4,C,28.333333333333332,False,True
V0031,2023Q3,B,13.924050632911392,False,True
V0031,2024Q1,B,67.84843063912831,True,False
V0031,2025Q4,B,76.5243128964059,True,False
V0032,2023Q3,B,96.20253164556964,True,False
V0032,2023Q4,B,33.34493001846549,False,True
V0032,2024Q1,B,44.2727814820838,False,True
V0032,2024Q2,B,55.133027648883875,True,False
V0032,2025Q3,B,12.197322057787174,False,True
V0033,2024Q2,C,30.813953488372093,False,True
V0033,2024Q3,C,26.162790697674417,False,True
V0034,2023Q3,B,84.61538461538463,True,False
V0034,2023Q4,B,23.283765652951697,False,True
V0034,2024Q3,B,84.30813953488371,True,False
V0034,2024Q4,B,31.950581395348834,False,True
V0035,2023Q3,B,66.32649239757322,True,False
V0035,2023Q4,B,58.25406336604,True,False
V0035,2025Q3,B,41.8974358974359,False,True
V0035,2025Q4,B,26.615384615384617,False,True
V0036,2023Q4,B,81.07070631413377,True,False
V0036,2024Q1,B,35.363731291333096,False,True
V0036,2024Q2,B,41.93453605218311,False,True
V0036,2025Q1,B,33.87854251012146,False,True
V0036,2025Q2,B,70.8502024291498,True,False
V0036,2025Q3,B,37.02564102564103,False,True
V0037,2023Q3,A,66.09991760916785,True,False
V0037,2024Q1,A,31.963327370304114,False,True
V0037,2024Q2,A,73.11461794019934,True,False
V0037,2024Q4,A,77.94332925336597,True,False
V0037,2025Q3,A,86.62480620155038,True,False
V0038,2023Q3,B,26.582278481012658,False,True
V0038,2023Q4,B,15.06141782856531,False,True
V0038,2024Q2,B,76.91990884379891,True,False
V0038,2024Q3,B,78.41326360298208,True,False
V0038,2024Q4,B,41.03705352175364,False,True
V0038,2025Q1,B,32.380104595526866,False,True
V0038,2025Q2,B,72.37120284855902,True,False
V0038,2025Q3,B,79.91825229034531,True,False
V0039,2023Q3,B,6.005168152198338,False,True
V0039,2024Q2,B,71.08185931715343,True,False
V0039,2024Q3,B,24.882591093117412,False,True
V0039,2024Q4,B,63.03643724696356,True,False
V0039,2025Q1,B,72.47773279352228,True,False
V0039,2025Q2,B,34.769230769230774,False,True
V0040,2023Q4,B,76.42572323172851,True,False
V0040,2024Q1,B,81.87781211037024,True,False
V0040,2024Q2,B,30.666373795337847,False,True
V0040,2024Q3,B,29.84310670969178,False,True
V0040,2025Q3,B,59.735024665257214,True,False
V0041,2023Q3,A,21.4571942176616,False,True
V0041,2024Q1,A,62.786050019292155,True,False
V0041,2025Q1,A,79.81689106487148,True,False
V0041,2025Q3,A,39.34186046511628,False,True
V0042,2023Q4,B,80.00909893756523,True,False
V0042,2024Q3,B,34.766885501279624,False,True
V0042,2025Q1,B,59.53043284744629,True,False
V0042,2025Q3,B,25.592670894996473,False,True
V0043,2023Q3,B,22.85971088307992,False,True
V0043,2024Q1,B,73.96449704142012,True,False
V0043,2024Q2,B,27.801610154551334,False,True
V0043,2025Q2,B,7.732793522267206,False,True
V0044,2023Q3,B,27.17212193843158,False,True
V0044,2023Q4,B,74.19481686765036,True,False
V0044,2024Q1,B,66.92191669567235,True,False
V0044,2024Q2,B,41.687724040665216,False,True
V0044,2024Q4,B,21.60323886639676,False,True
V0044,2025Q2,B,90.41295546558705,True,False
V0044,2025Q3,B,29.64102564102564,False,True
V0045,2023Q4,B,83.83267170998427,True,False
V0045,2024Q2,B,32.42052065581478,False,True
V0045,2024Q3,B,18.469635627530362,False,True
V0045,2025Q2,B,64.12145748987855,True,False
V0047,2024Q1,A,89.31013013434354,True,False
V0047,2025Q1,A,40.60134638922889,False,True
V0047,2025Q2,A,12.052386780905753,False,True
V0047,2025Q4,A,12.047286821705427,False,True
V0048,2023Q4,B,44.32439517639128,False,True
V0048,2024Q1,B,29.272537417333798,False,True
V0048,2024Q2,B,65.74014221073044,True,False
V0048,2025Q2,B,71.83805668016194,True,False
V0048,2025Q3,B,20.25641025641026,False,True
V0048,2025Q4,B,64.66666666666667,True,False
V0049,2023Q3,B,86.16957531271065,True,False
V0049,2023Q4,B,61.72384091079321,True,False
V0049,2024Q3,B,42.99595141700404,False,True
V0049,2024Q4,B,34.5748987854251,False,True
V0049,2025Q1,B,18.234817813765183,False,True
V0049,2025Q2,B,63.546558704453446,True,False
V0049,2025Q4,B,34.05128205128205,False,True
V0050,2024Q1,B,26.971865343958363,False,True
V0050,2024Q2,B,72.00790752587791,True,False
V0050,2025Q1,B,25.631467675531315,False,True
V0050,2025Q3,B,77.8520084566596,True,False
V0050,2025Q4,B,41.31078224101479,False,True
V0051,2023Q3,C,31.32911392405063,False,True
V0051,2024Q3,C,30.921052631578945,False,True
V0051,2024Q4,C,64.47368421052632,True,False
V0052,2023Q3,B,79.32177364991387,True,False
V0052,2024Q1,B,40.34110685694396,False,True
V0052,2024Q2,B,33.95428101310454,False,True
V0052,2024Q3,B,83.06072874493927,True,False
V0052,2024Q4,B,79.10121457489879,True,False
V0052,2025Q1,B,42.26720647773279,False,True
V0052,2025Q3,B,85.48717948717949,True,False
V0052,2025Q4,B,19.333333333333332,False,True
V0053,2024Q1,C,27.564102564102562,False,True
V0053,2024Q2,C,68.50649350649351,True,False
V0053,2025Q4,C,31.0,False,True
V0054,2023Q3,A,82.08373904576436,True,False
V0054,2024Q2,A,82.54517028798834,True,False
V0055,2023Q3,B,65.07377724515017,True,False
V0055,2023Q4,B,40.41457568721444,False,True
V0055,2024Q1,B,33.693003828750435,False,True
V0055,2024Q2,B,85.22653816771464,True,False
V0055,2024Q4,B,87.57894736842105,True,False
V0055,2025Q1,B,87.4089068825911,True,False
V0055,2025Q4,B,91.99999999999999,True,False
V0056,2023Q3,B,17.72151898734177,False,True
V0056,2023Q4,B,39.88278427489496,False,True
V0056,2024Q1,B,10.226595110316039,False,True
V0057,2024Q2,C,58.76623376623377,True,False
V0057,2024Q3,C,26.31578947368421,False,True
V0058,2023Q3,A,75.94374953187027,True,False
V0058,2024Q3,A,83.19461444308445,True,False
V0058,2024Q4,A,11.949938800489594,False,True
V0058,2025Q2,A,83.02288861689107,True,False
V0058,2025Q3,A,93.43333333333334,True,False
V0059,2023Q3,A,88.99520635158416,True,False
V0059,2024Q2,A,84.55407109989872,True,False
V0059,2025Q2,A,69.65042839657283,True,False
V0059,2025Q3,A,75.1829457364341,True,False
V0060,2024Q3,C,59.21052631578947,True,False
V0060,2025Q1,C,29.605263157894736,False,True
V0060,2025Q2,C,61.18421052631579,True,False
V0061,2023Q4,B,17.07362744363718,False,True
V0061,2024Q3,B,10.226720647773279,False,True
V0061,2024Q4,B,94.73684210526316,True,False
V0061,2025Q1,B,18.25910931174089,False,True
V0061,2025Q2,B,22.68825910931174,False,True
V0061,2025Q4,B,56.615384615384606,True,False
V0062,2023Q3,B,35.39435248296007,False,True
V0062,2023Q4,B,92.27398696726839,True,False
V0062,2024Q1,B,41.53614108365239,False,True
V0062,2024Q2,B,35.37638831756478,False,True
V0062,2024Q3,B,89.26315789473685,True,False
V0062,2024Q4,B,35.89473684210526,False,True
V0062,2025Q1,B,24.94736842105263,False,True
V0062,2025Q3,B,76.0,True,False
V0062,2025Q4,B,20.461538461538463,False,True
V0063,2023Q3,A,35.58534941202906,False,True
V0063,2023Q4,A,19.786944362672948,False,True
V0063,2024Q1,A,57.521396751902905,True,False
V0063,2024Q3,A,28.442839657282743,False,True
V0063,2024Q4,A,24.286780905752753,False,True
V0063,2025Q3,A,5.847286821705426,False,True
V0064,2023Q3,A,60.71829825481236,True,False
V0064,2023Q4,A,28.158442970041442,False,True
V0064,2024Q1,A,17.885755375495457,False,True
V0065,2024Q1,C,30.76923076923077,False,True
V0065,2024Q2,C,69.8051948051948,True,False
V0065,2025Q3,C,65.0,True,False
V0065,2025Q4,C,30.333333333333336,False,True
V0066,2023Q3,B,55.769230769230774,True,False
V0066,2023Q4,B,59.72439624329159,True,False
V0066,2024Q1,B,72.77274281805745,True,False
V0066,2024Q3,B,82.21511627906978,True,False
V0066,2025Q1,B,25.767441860465116,False,True
V0066,2025Q3,B,13.656976744186046,False,True
V0067,2024Q1,C,37.17948717948718,False,True
V0067,2024Q2,C,67.2077922077922,True,False
V0068,2025Q2,C,44.73684210526316,False,True
V0068,2025Q3,C,73.66666666666667,True,False
V0069,2025Q1,A,88.89155446756426,True,False
V0070,2023Q3,B,8.860759493670885,False,True
V0070,2023Q4,B,62.576605025824904,True,False
V0070,2024Q2,B,71.12929353944152,True,False
V0070,2024Q3,B,98.56459330143541,True,False
V0071,2023Q3,B,64.55696202531645,True,False
V0071,2023Q4,B,61.70819171996681,True,False
V0071,2024Q2,B,39.70236951209467,False,True
V0071,2024Q3,B,15.055079559363522,False,True
V0072,2023Q4,B,79.41352707662347,True,False
V0072,2024Q2,B,30.504789328318736,False,True
V0072,2025Q3,B,27.487179487179485,False,True
V0073,2023Q3,C,28.164556962025316,False,True
V0073,2023Q4,C,67.40506329113924,True,False
V0073,2024Q2,C,38.63636363636363,False,True
V0073,2024Q3,C,67.76315789473684,True,False
V0073,2024Q4,C,36.84210526315789,False,True
V0075,2023Q3,C,67.40506329113924,True,False
V0075,2023Q4,C,33.860759493670884,False,True
V0075,2025Q2,C,28.94736842105263,False,True
V0076,2023Q3,B,11.656430229945322,False,True
V0076,2023Q4,B,63.536439218036115,True,False
V0076,2024Q1,B,75.94848590323703,True,False
V0076,2024Q2,B,87.38320503026384,True,False
V0076,2025Q1,B,97.97570850202429,True,False
V0076,2025Q4,B,83.58974358974359,True,False
V0077,2023Q3,C,36.53846153846154,False,True
V0077,2024Q2,C,25.980392156862745,False,True
V0077,2024Q3,C,72.0,True,False
V0077,2025Q3,C,66.0,True,False
V0078,2023Q3,B,33.0855366639203,False,True
V0078,2024Q2,B,78.9093259681495,True,False
V0078,2025Q2,B,80.78542510121457,True,False
V0078,2025Q3,B,38.92307692307693,False,True
V0079,2024Q3,C,65.13157894736842,True,False
V0079,2025Q1,C,38.15789473684211,False,True
V0079,2025Q2,C,34.21052631578947,False,True
V0079,2025Q3,C,69.66666666666666,True,False
V0080,2023Q3,B,70.88607594936708,True,False
V0080,2023Q4,B,75.14384349827387,True,False
V0080,2024Q2,B,42.599049998627166,False,True
V0080,2025Q1,B,65.27205964170467,True,False
V0080,2025Q2,B,70.23478357627683,True,False
V0080,2025Q3,B,30.542635658914726,False,True
V0082,2023Q3,B,36.30065163658153,False,True
V0082,2023Q4,B,44.019174593663394,False,True
V0082,2024Q2,B,22.853616971264028,False,True
V0082,2024Q4,B,78.35627530364373,True,False
V0082,2025Q1,B,83.95951417004048,True,False
V0082,2025Q2,B,14.72064777327935,False,True
V0083,2023Q3,A,23.694854318028614,False,True
V0083,2023Q4,A,17.623525282489076,False,True
V0083,2024Q1,A,4.856185765898488,False,True
V0084,2023Q3,A,77.43801962399822,True,False
V0084,2024Q4,A,80.17980416156671,True,False
V0084,2025Q4,A,71.06046511627908,True,False
V0085,2023Q3,B,87.34177215189874,True,False
V0085,2023Q4,B,13.22022105065967,False,True
V0085,2024Q1,B,94.40559440559439,True,False
V0085,2024Q2,B,99.05548996458087,True,False
V0086,2023Q4,C,62.5,True,False
V0086,2024Q1,C,25.980392156862745,False,True
V0086,2024Q3,C,63.0,True,False
V0086,2024Q4,C,32.0,False,True
V0086,2025Q1,C,71.0,True,False
V0086,2025Q4,C,39.0,False,True
V0087,2023Q4,A,42.117733973415454,False,True
V0087,2024Q1,A,34.24085376547757,False,True
V0087,2024Q4,A,72.09865361077111,True,False
V0087,2025Q3,A,31.803875968992248,False,True
V0088,2023Q3,B,24.05063291139241,False,True
V0088,2024Q3,B,93.34038054968288,True,False
V0088,2025Q2,B,28.886168910648713,False,True
V0088,2025Q4,B,57.53911205073996,True,False
V0089,2023Q4,A,71.1333529584928,True,False
V0089,2024Q1,A,10.970746080185204,False,True
V0089,2024Q2,A,19.278785509975663,False,True
V0089,2025Q1,A,11.423623011015911,False,True
V0090,2023Q4,A,62.55213876497362,True,False
V0090,2024Q1,A,77.80630678031498,True,False
V0090,2024Q2,A,41.18819620871604,False,True
V0090,2025Q1,A,75.21309669522644,True,False
V0090,2025Q4,A,44.04883720930233,False,True
V0091,2023Q4,C,71.3768115942029,True,False
V0091,2024Q1,C,31.61764705882353,False,True
V0091,2024Q3,C,63.059701492537314,True,False
V0091,2025Q4,C,73.27586206896552,True,False
V0092,2023Q4,C,27.89855072463768,False,True
V0092,2024Q3,C,68.28358208955223,True,False
V0092,2025Q1,C,42.460317460317455,False,True
V0093,2023Q3,A,17.282717282717286,False,True
V0093,2024Q1,A,66.48841354723709,True,False
V0094,2023Q4,B,61.204934722721276,True,False
V0094,2024Q1,B,81.59131421163507,True,False
V0094,2024Q4,B,80.28863944739115,True,False
V0094,2025Q2,B,35.53719008264462,False,True
V0094,2025Q4,B,81.48570342927708,True,False
V0095,2023Q3,C,40.0,False,True
V0095,2024Q1,C,28.676470588235293,False,True
V0095,2024Q2,C,58.582089552238806,True,False
V0095,2024Q3,C,59.32835820895522,True,False
V0095,2024Q4,C,28.73134328358209,False,True
V0095,2025Q3,C,65.83333333333334,True,False
V0095,2025Q4,C,31.03448275862069,False,True
V0096,2024Q2,C,58.33333333333333,True,False
V0096,2024Q3,C,71.96969696969697,True,False
V0096,2025Q2,C,32.57575757575758,False,True
V0097,2024Q1,A,68.49376114081997,True,False
V0097,2024Q3,A,76.73111714156491,True,False
V0097,2025Q1,A,38.97907647907648,False,True
V0097,2025Q3,A,76.72727272727272,True,False
V0098,2023Q3,B,98.57142857142858,True,False
V0098,2024Q2,B,31.35150692816907,False,True
V0098,2024Q3,B,30.693639241807485,False,True
V0098,2024Q4,B,4.399490152543069,False,True
V0099,2023Q3,C,67.85714285714286,True,False
V0099,2025Q1,C,68.65079365079364,True,False
V0099,2025Q2,C,26.612903225806452,False,True
V0099,2025Q3,C,73.33333333333334,True,False
V0100,2023Q4,C,26.515151515151516,False,True
V0101,2023Q3,B,64.28571428571429,True,False
V0101,2024Q3,B,12.719460548497182,False,True
V0102,2023Q3,C,66.42857142857143,True,False
V0102,2023Q4,C,25.72463768115942,False,True
V0103,2024Q1,C,64.70588235294117,True,False
V0103,2024Q3,C,31.71641791044776,False,True
V0103,2024Q4,C,70.52238805970148,True,False
V0103,2025Q3,C,72.5,True,False
V0103,2025Q4,C,43.103448275862064,False,True
V0104,2023Q3,C,75.0,True,False
V0104,2023Q4,C,30.797101449275363,False,True
V0104,2024Q2,C,69.77611940298507,True,False
V0104,2025Q1,C,25.793650793650794,False,True
V0104,2025Q3,C,70.83333333333333,True,False
V0104,2025Q4,C,40.51724137931035,False,True
V0105,2024Q1,B,21.67832167832168,False,True
V0105,2024Q2,B,83.46727898966705,True,False
V0105,2024Q4,B,19.15248930174303,False,True
V0105,2025Q2,B,57.297541168508914,True,False
V0106,2023Q3,B,94.28571428571428,True,False
V0106,2023Q4,B,28.230925859384353,False,True
V0106,2024Q3,B,26.39694091525842,False,True
V0106,2024Q4,B,64.84930718309279,True,False
V0106,2025Q1,B,83.44483799029251,True,False
V0106,2025Q3,B,32.09366391184573,False,True
V0107,2023Q4,A,84.51910408432147,True,False
V0107,2024Q1,A,37.80748663101604,False,True
V0107,2024Q4,A,92.4604251469923,True,False
V0107,2025Q3,A,94.84848484848484,True,False
V0108,2024Q1,C,42.64705882352941,False,True
V0108,2024Q3,C,30.970149253731343,False,True
V0109,2023Q3,C,55.0,True,False
V0109,2024Q2,C,36.940298507462686,False,True
V0109,2024Q3,C,72.01492537313433,True,False
V0109,2024Q4,C,30.223880597014926,False,True
V0109,2025Q2,C,70.16129032258064,True,False
V0109,2025Q3,C,41.666666666666664,False,True
V0110,2023Q4,C,31.060606060606062,False,True
V0111,2024Q2,A,25.800542740841244,False,True
V0111,2025Q1,A,55.274170274170274,True,False
V0111,2025Q2,A,21.55913978494624,False,True
V0111,2025Q3,A,13.924242424242424,False,True
V0112,2023Q3,A,60.15984015984016,True,False
V0112,2025Q1,A,86.3059163059163,True,False
V0112,2025Q4,A,32.97805642633229,False,True
V0113,2024Q2,B,85.4158957279717,True,False
V0113,2025Q1,B,79.37819756001574,True,False
V0113,2025Q3,B,91.68044077134985,True,False
V0114,2023Q3,C,67.14285714285714,True,False
V0114,2023Q4,C,31.52173913043478,False,True
V0114,2024Q1,C,32.35294117647059,False,True
V0114,2024Q3,C,67.53731343283582,True,False
V0114,2024Q4,C,38.43283582089552,False,True
V0114,2025Q2,C,66.93548387096774,True,False
V0115,2023Q4,B,57.74344232842255,True,False
V0115,2024Q2,B,4.399490152543069,False,True
V0116,2023Q3,B,62.857142857142854,True,False
V0116,2025Q1,B,74.56382001836546,True,False
V0117,2023Q3,C,27.857142857142858,False,True
V0117,2024Q1,C,72.05882352941177,True,False
V0117,2024Q2,C,32.46268656716418,False,True
V0117,2024Q3,C,74.25373134328359,True,False
V0117,2025Q1,C,26.58730158730159,False,True
V0117,2025Q2,C,73.38709677419357,True,False
V0117,2025Q4,C,38.793103448275865,False,True
V0118,2023Q3,C,29.285714285714285,False,True
V0118,2023Q4,C,67.02898550724638,True,False
V0118,2024Q2,C,44.40298507462687,False,True
V0118,2024Q4,C,36.19402985074627,False,True
V0118,2025Q4,C,62.93103448275862,True,False
V0119,2023Q3,B,90.0,True,False
V0119,2023Q4,B,89.98682476943345,True,False
V0119,2024Q3,B,43.29180543563175,False,True
V0119,2024Q4,B,15.496895686854982,False,True
V0119,2025Q1,B,3.6599763872491144,False,True
V0121,2024Q1,C,63.970588235294116,True,False
V0121,2024Q2,C,30.223880597014926,False,True
V0121,2024Q4,C,73.50746268656718,True,False
V0121,2025Q1,C,28.96825396825397,False,True
V0121,2025Q2,C,32.25806451612903,False,True
V0122,2023Q4,C,42.391304347826086,False,True
V0122,2024Q2,C,70.52238805970148,True,False
V0122,2025Q1,C,35.317460317460316,False,True
V0122,2025Q2,C,74.19354838709677,True,False
V0123,2023Q3,C,72.85714285714286,True,False
V0123,2023Q4,C,34.42028985507247,False,True
V0123,2024Q1,C,70.58823529411765,True,False
V0123,2024Q4,C,27.98507462686567,False,True
V0123,2025Q1,C,75.0,True,False
V0126,2023Q4,B,69.82872200263503,True,False
V0126,2024Q2,B,36.523991612187,False,True
V0126,2025Q1,B,11.950675587039221,False,True
V0127,2024Q1,C,36.76470588235294,False,True
V0127,2025Q1,C,30.555555555555557,False,True
V0129,2023Q3,B,20.0,False,True
V0130,2024Q3,C,57.08955223880597,True,False
V0130,2025Q4,C,25.862068965517242,False,True
V0132,2023Q4,B,92.10683914241227,True,False
V0132,2024Q3,B,41.466222605978366,False,True
V0132,2025Q1,B,80.53915781188508,True,False
V0133,2023Q4,C,33.69565217391305,False,True
V0133,2024Q2,C,67.53731343283582,True,False
V0133,2024Q3,C,42.16417910447761,False,True
V0133,2025Q1,C,71.03174603174602,True,False
V0133,2025Q2,C,38.70967741935484,False,True
V0134,2023Q4,C,63.405797101449274,True,False
V0134,2024Q1,C,33.088235294117645,False,True
V0134,2024Q4,C,60.82089552238806,True,False
V0134,2025Q2,C,35.483870967741936,False,True
V0134,2025Q3,C,29.166666666666664,False,True
V0135,2023Q4,C,73.55072463768116,True,False
V0135,2024Q1,C,25.735294117647058,False,True
V0135,2024Q2,C,72.01492537313433,True,False
V0135,2024Q3,C,27.98507462686567,False,True
V0135,2025Q4,C,59.48275862068966,True,False
V0136,2024Q2,C,29.47761194029851,False,True
V0137,2024Q2,C,27.98507462686567,False,True
V0137,2025Q1,C,67.06349206349206,True,False
V0137,2025Q2,C,27.419354838709676,False,True
V0137,2025Q3,C,25.833333333333332,False,True
V0139,2024Q1,C,29.411764705882355,False,True
V0139,2024Q2,C,66.7910447761194,True,False
V0139,2024Q4,C,67.53731343283582,True,False
V0141,2023Q3,C,73.57142857142858,True,False
V0141,2024Q1,C,41.911764705882355,False,True
V0141,2024Q4,C,58.582089552238806,True,False
V0141,2025Q4,C,62.06896551724138,True,False
V0142,2023Q3,C,59.285714285714285,True,False
V0142,2023Q4,C,75.0,True,False
V0142,2024Q1,C,34.55882352941177,False,True
V0142,2024Q4,C,59.32835820895522,True,False
V0142,2025Q1,C,32.93650793650794,False,True
V0142,2025Q2,C,69.35483870967741,True,False
V0142,2025Q3,C,66.66666666666666,True,False
V0142,2025Q4,C,34.48275862068965,False,True
V0143,2024Q3,C,35.44776119402985,False,True
V0143,2024Q4,C,66.7910447761194,True,False
V0143,2025Q4,C,31.896551724137932,False,True
V0144,2023Q3,C,63.57142857142858,True,False
V0144,2025Q3,C,65.0,True,False
V0145,2023Q4,C,72.82608695652175,True,False
V0145,2024Q3,C,25.746268656716417,False,True
V0145,2024Q4,C,69.77611940298507,True,False
V0145,2025Q1,C,72.61904761904762,True,False
V0145,2025Q2,C,41.935483870967744,False,True
V0145,2025Q3,C,30.833333333333332,False,True
V0145,2025Q4,C,75.0,True,False
V0146,2024Q1,C,38.970588235294116,False,True
V0146,2024Q2,C,72.76119402985074,True,False
V0146,2024Q4,C,44.40298507462687,False,True
V0146,2025Q3,C,40.83333333333333,False,True
V0147,2024Q2,C,71.2686567164179,True,False
V0147,2024Q3,C,27.238805970149254,False,True
V0148,2023Q3,C,26.428571428571427,False,True
V0148,2024Q1,C,72.79411764705883,True,False
V0148,2024Q2,C,30.970149253731343,False,True
V0148,2024Q4,C,72.76119402985074,True,False
V0149,2023Q3,B,15.714285714285714,False,True
V0149,2023Q4,B,74.7394897592526,True,False
V0149,2024Q2,B,93.67213519180955,True,False
V0150,2023Q3,C,39.285714285714285,False,True
V0150,2024Q1,C,67.6470588235294,True,False
V0150,2024Q3,C,34.701492537313435,False,True
V0150,2025Q3,C,26.666666666666668,False,True
V0151,2023Q3,B,22.857142857142858,False,True
V0151,2024Q2,B,98.07162534435261,True,False
V0151,2025Q1,C,37.121212121212125,False,True
V0151,2025Q2,C,26.515151515151516,False,True
V0152,2024Q1,B,90.35812672176306,True,False
V0152,2025Q2,B,86.6302319381498,True,False
V0153,2023Q3,B,17.142857142857142,False,True
