vendor_id,quarter,segment,tier,composite,accel_flag,stall_flag,jobs_pct,web_pct,spend_pct,jobs_present,web_present,spend_present
V0008,2025Q1,devtools,A,64.39987760097918,False,False,53.48837209302325,7.894736842105263,98.0,True,True,True
V0008,2025Q2,devtools,A,37.45275397796817,False,True,46.51162790697674,47.368421052631575,26.0,True,True,True
V0008,2025Q3,devtools,A,58.806976744186045,False,False,51.162790697674424,56.00000000000001,66.0,True,True,True
V0008,2025Q4,devtools,A,44.751937984496124,False,False,69.76744186046511,74.66666666666667,12.0,True,True,True
V0009,2023Q1,devtools,A,50.0,False,False,,,,True,True,True
V0009,2023Q2,devtools,A,40.05079825834543,False,False,,53.75,33.9622641509434,True,True,True
V0009,2023Q3,devtools,A,35.259531121264324,False,False,,36.708860759493675,34.61538461538461,True,True,True
V0009,2023Q4,devtools,A,29.853886913792714,False,False,18.6046511627907,21.518987341772153,42.30769230769231,True,True,True
V0009,2024Q1,devtools,A,53.71444105370234,False,False,48.837209302325576,94.87179487179486,39.21568627450981,True,True,True
V0009,2024Q2,devtools,A,58.46749693534919,True,False,69.76744186046511,2.5974025974025974,74.50980392156863,True,True,True
V0009,2024Q3,devtools,A,52.404895960832306,False,False,60.46511627906976,84.21052631578947,32.0,True,True,True
V0009,2024Q4,devtools,A,59.02766217870257,False,False,61.627906976744185,65.78947368421053,54.0,True,True,True
V0009,2025Q1,devtools,A,57.76022031823746,False,False,83.72093023255815,65.78947368421053,34.0,True,True,True
V0009,2025Q2,devtools,A,55.69253365973072,False,False,62.7906976744186,6.578947368421052,72.0,True,True,True
V0009,2025Q3,devtools,A,70.8232558139535,False,False,37.2093023255814,100.0,84.0,True,True,True
V0009,2025Q4,devtools,A,58.35116279069767,False,False,41.86046511627907,16.0,90.0,True,True,True
V0010,2023Q1,devtools,C,50.0,False,False,,,,False,True,False
V0010,2023Q2,devtools,C,69.375,False,False,,88.75,,False,True,False
V0010,2023Q3,devtools,C,25.632911392405063,False,True,,1.2658227848101267,,False,True,False
V0010,2023Q4,devtools,C,38.92405063291139,False,False,,27.848101265822784,,False,True,False
V0010,2024Q1,devtools,C,66.66666666666666,True,False,,83.33333333333334,,False,True,False
V0010,2024Q2,devtools,C,61.36363636363637,False,False,,72.72727272727273,,False,True,False
V0010,2024Q3,devtools,C,50.0,False,False,,,,False,False,False
V0010,2024Q4,devtools,C,50.0,False,False,,,,False,False,False
V0010,2025Q1,devtools,C,50.0,False,False,,,,False,False,False
V0010,2025Q2,devtools,C,50.0,False,False,,,,False,False,False
V0010,2025Q3,devtools,C,50.0,False,False,,,,False,False,False
V0010,2025Q4,devtools,C,50.0,False,False,,,,False,False,False
V0011,2023Q1,devtools,B,50.0,False,False,,,,False,True,True
V0011,2023Q2,devtools,B,85.92888243831639,False,False,,71.25,92.45283018867924,False,True,True
V0011,2023Q3,devtools,B,52.758220358025625,False,False,,63.29113924050633,48.07692307692308,False,True,True
V0011,2023Q4,devtools,B,80.87970938506479,False,False,,59.49367088607595,90.38461538461539,False,True,True
V0011,2024Q1,devtools,B,59.86773407587888,False,False,,26.923076923076923,74.50980392156863,False,True,True
V0011,2024Q2,devtools,B,66.19850737497796,False,False,,7.792207792207792,92.15686274509804,False,True,True
V0011,2024Q3,devtools,B,34.793522267206484,False,True,,81.57894736842105,14.000000000000002,False,True,True
V0011,2024Q4,devtools,B,67.1255060728745,True,False,,38.15789473684211,80.0,False,True,True
V0011,2025Q1,devtools,B,33.554655870445345,False,True,,46.05263157894737,28.000000000000004,False,True,True
V0011,2025Q2,devtools,B,81.46558704453442,True,False,,80.26315789473685,82.0,False,True,True
V0011,2025Q3,devtools,B,60.0,False,False,,24.0,76.0,False,True,True
V0011,2025Q4,devtools,B,46.66666666666667,False,False,,70.66666666666667,36.0,False,True,True
V0012,2023Q1,devtools,C,50.0,False,False,,,,False,True,False
V0012,2023Q2,devtools,C,65.625,False,False,,81.25,,False,True,False
V0012,2023Q3,devtools,C,69.30379746835442,False,False,,88.60759493670885,,False,True,False
V0012,2023Q4,devtools,C,55.37974683544304,False,False,,60.75949367088608,,False,True,False
V0012,2024Q1,devtools,C,62.82051282051282,False,False,,75.64102564102564,,False,True,False
V0012,2024Q2,devtools,C,51.62337662337662,False,False,,53.246753246753244,,False,True,False
V0012,2024Q3,devtools,C,57.23684210526316,False,False,,64.47368421052632,,False,True,False
V0012,2024Q4,devtools,C,35.526315789473685,False,True,,21.052631578947366,,False,True,False
V0012,2025Q1,devtools,C,69.73684210526315,True,False,,89.47368421052632,,False,True,False
V0012,2025Q2,devtools,C,44.078947368421055,False,False,,38.15789473684211,,False,True,False
V0012,2025Q3,devtools,C,66.33333333333334,False,False,,82.66666666666667,,False,True,False
V0012,2025Q4,devtools,C,25.666666666666668,False,True,,1.3333333333333335,,False,True,False
V0013,2023Q1,devtools,A,50.0,False,False,,,,True,True,True
V0013,2023Q2,devtools,A,10.377358490566037,False,False,,12.5,9.433962264150944,True,True,True
V0013,2023Q3,devtools,A,57.82900157291589,True,False,,27.848101265822784,71.15384615384616,True,True,True
V0013,2023Q4,devtools,A,73.43326124861304,True,False,93.02325581395348,96.20253164556962,48.07692307692308,True,True,True
V0013,2024Q1,devtools,A,25.940229401241712,False,True,44.18604651162791,3.8461538461538463,21.568627450980394,True,True,True
V0013,2024Q2,devtools,A,25.217456961643006,False,True,23.25581395348837,10.38961038961039,33.33333333333333,True,True,True
V0013,2024Q3,devtools,A,69.09669522643819,True,False,44.18604651162791,88.1578947368421,80.0,True,True,True
V0013,2024Q4,devtools,A,49.77380660954712,False,False,46.51162790697674,14.473684210526317,68.0,True,True,True
V0013,2025Q1,devtools,A,40.18090575275398,False,True,44.18604651162791,6.578947368421052,52.0,True,True,True
V0013,2025Q2,devtools,A,54.75630354957161,False,False,95.34883720930233,93.42105263157895,6.0,True,True,True
V0013,2025Q3,devtools,A,68.18604651162791,True,False,97.67441860465115,44.0,56.00000000000001,True,True,True
V0013,2025Q4,devtools,A,91.65813953488373,True,False,93.02325581395348,84.0,94.0,True,True,True
V0014,2023Q1,devtools,A,50.0,False,False,,,,True,True,True
V0014,2023Q2,devtools,A,82.9245283018868,False,False,,48.75,98.11320754716981,True,True,True
V0014,2023Q3,devtools,A,36.85304471575163,False,True,,20.253164556962027,44.230769230769226,True,True,True
V0014,2023Q4,devtools,A,58.10370009737098,False,False,50.0,64.55696202531645,61.53846153846154,True,True,True
V0014,2024Q1,devtools,A,32.49842155108913,False,False,56.97674418604651,23.076923076923077,17.647058823529413,True,True,True
V0014,2024Q2,devtools,A,66.22665979711124,True,False,53.48837209302325,83.11688311688312,68.62745098039215,True,True,True
V0014,2024Q3,devtools,A,81.7529987760098,True,False,89.53488372093024,31.57894736842105,98.0,True,True,True
V0014,2024Q4,devtools,A,86.81652386780905,False,False,79.06976744186046,84.21052631578947,94.0,True,True,True
V0014,2025Q1,devtools,A,69.85789473684211,False,False,50.0,90.78947368421053,76.0,True,True,True
V0014,2025Q2,devtools,A,54.86915544675642,False,False,79.06976744186046,14.473684210526317,54.0,True,True,True
V0014,2025Q3,devtools,A,49.86046511627907,False,False,76.74418604651163,16.0,44.0,True,True,True
V0014,2025Q4,devtools,A,73.94031007751938,True,False,51.162790697674424,86.66666666666667,86.0,True,True,True
V0015,2023Q1,devtools,B,50.0,False,False,,,,True,False,True
V0015,2023Q2,devtools,B,60.37735849056604,False,False,,,60.37735849056604,True,False,True
V0015,2023Q3,devtools,B,69.23076923076923,False,False,,,69.23076923076923,True,False,True
V0015,2023Q4,devtools,B,51.338886404293376,False,False,40.69767441860465,,59.61538461538461,True,False,True
V0015,2024Q1,devtools,B,53.522571819425444,False,False,44.18604651162791,,60.78431372549019,True,False,True
V0015,2024Q2,devtools,B,68.96374829001367,True,False,44.18604651162791,,88.23529411764706,True,False,True
V0015,2024Q3,devtools,B,58.706395348837205,False,False,44.18604651162791,,70.0,True,False,True
V0015,2024Q4,devtools,B,38.212209302325576,False,True,61.627906976744185,,20.0,True,False,True
V0015,2025Q1,devtools,B,37.575581395348834,False,False,26.744186046511626,,46.0,True,False,True
V0015,2025Q2,devtools,B,66.36627906976743,True,False,48.837209302325576,,80.0,True,False,True
V0015,2025Q3,devtools,B,80.28779069767441,True,False,88.37209302325581,,74.0,True,False,True
V0015,2025Q4,devtools,B,73.43023255813954,False,False,90.69767441860465,,60.0,True,False,True
V0016,2023Q1,devtools,A,50.0,False,False,,,,True,True,True
V0016,2023Q2,devtools,A,66.01596516690856,False,False,,36.25,79.24528301886792,True,True,True
V0016,2023Q3,devtools,B,50.0,False,False,,,,True,False,True
V0016,2023Q4,devtools,C,26.162790697674417,False,True,2.3255813953488373,,,True,False,False
V0016,2024Q1,devtools,C,27.906976744186046,False,False,5.813953488372093,,,True,False,False
V0016,2024Q2,devtools,C,42.44186046511628,False,False,34.883720930232556,,,True,False,False
V0016,2024Q3,devtools,C,39.53488372093023,False,False,29.069767441860467,,,True,False,False
V0016,2024Q4,devtools,C,38.372093023255815,False,False,26.744186046511626,,,True,False,False
V0016,2025Q1,devtools,C,38.372093023255815,False,False,26.744186046511626,,,True,False,False
V0016,2025Q2,devtools,C,37.20930232558139,False,False,24.418604651162788,,,True,False,False
V0016,2025Q3,devtools,C,35.46511627906977,False,False,20.930232558139537,,,True,False,False
V0016,2025Q4,devtools,C,34.883720930232556,False,False,19.767441860465116,,,True,False,False
V0017,2023Q1,devtools,C,50.0,False,False,,,,False,True,False
V0017,2023Q2,devtools,C,53.125,False,False,,56.25,,False,True,False
V0017,2023Q3,devtools,C,52.848101265822784,False,False,,55.69620253164557,,False,True,False
V0017,2023Q4,devtools,C,33.22784810126582,False,True,,16.455696202531644,,False,True,False
V0017,2024Q1,devtools,C,73.71794871794873,True,False,,97.43589743589743,,False,True,False
V0017,2024Q2,devtools,C,41.883116883116884,False,False,,33.76623376623377,,False,True,False
V0017,2024Q3,devtools,C,48.68421052631579,False,False,,47.368421052631575,,False,True,False
V0017,2024Q4,devtools,C,53.94736842105264,False,False,,57.89473684210527,,False,True,False
V0017,2025Q1,devtools,C,65.13157894736842,False,False,,80.26315789473685,,False,True,False
V0017,2025Q2,devtools,C,57.23684210526316,False,False,,64.47368421052632,,False,True,False
V0017,2025Q3,devtools,C,38.333333333333336,False,True,,26.666666666666668,,False,True,False
V0017,2025Q4,devtools,C,45.0,False,False,,40.0,,False,True,False
V0018,2023Q1,devtools,B,50.0,False,False,,,,True,True,False
V0018,2023Q2,devtools,B,50.0,False,False,,50.0,,True,True,False
V0018,2023Q3,devtools,B,94.9367088607595,True,False,,94.9367088607595,,True,True,False
V0018,2023Q4,devtools,B,13.680520245136082,False,True,18.6046511627907,5.063291139240507,,True,True,False
V0018,2024Q1,devtools,B,45.76082831896785,False,False,22.093023255813954,87.17948717948718,,True,True,False
V0018,2024Q2,devtools,B,48.17275747508305,False,False,34.883720930232556,71.42857142857143,,True,True,False
V0018,2024Q3,devtools,B,23.28363191276288,False,True,29.069767441860467,13.157894736842104,,True,True,False
V0018,2024Q4,devtools,B,93.73539557138086,True,False,97.67441860465115,86.8421052631579,,True,True,False
V0018,2025Q1,devtools,B,77.51196172248804,True,False,100.0,38.15789473684211,,True,True,False
V0018,2025Q2,devtools,B,92.68944030265939,False,False,93.02325581395348,92.10526315789474,,True,True,False
V0018,2025Q3,devtools,B,72.62015503875969,False,False,79.06976744186046,61.33333333333333,,True,True,False
V0018,2025Q4,devtools,B,88.18604651162791,False,False,83.72093023255815,96.0,,True,True,False
V0019,2023Q1,devtools,B,50.0,False,False,,,,False,True,True
V0019,2023Q2,devtools,B,46.43686502177068,False,False,,78.75,32.075471698113205,False,True,True
V0019,2023Q3,devtools,B,43.07729758070557,False,False,,92.40506329113924,21.153846153846153,False,True,True
V0019,2023Q4,devtools,B,26.917459366339596,False,True,,13.924050632911392,32.69230769230769,False,True,True
V0019,2024Q1,devtools,B,90.67177166724677,True,False,,96.15384615384616,88.23529411764706,False,True,True
V0019,2024Q2,devtools,B,89.53399541634835,True,False,,79.22077922077922,94.11764705882352,False,True,True
V0019,2024Q3,devtools,B,13.101214574898787,False,True,,6.578947368421052,16.0,False,True,True
V0019,2024Q4,devtools,B,72.32388663967612,True,False,,46.05263157894737,84.0,False,True,True
V0019,2025Q1,devtools,B,82.04048582995952,True,False,,77.63157894736842,84.0,False,True,True
V0019,2025Q2,devtools,B,22.13765182186235,False,True,,53.94736842105263,8.0,False,True,True
V0019,2025Q3,devtools,B,76.15384615384616,True,False,,36.0,94.0,False,True,True
V0019,2025Q4,devtools,B,50.61538461538462,False,False,,88.0,34.0,False,True,True
V0020,2023Q1,devtools,B,50.0,False,False,,,,True,True,False
V0020,2023Q2,devtools,B,98.75,False,False,,98.75,,True,True,False
V0020,2023Q3,devtools,B,10.126582278481013,False,True,,10.126582278481013,,True,True,False
V0020,2023Q4,devtools,B,67.80849412583295,False,False,79.06976744186046,48.10126582278481,,True,True,False
V0020,2024Q1,devtools,B,40.49167886377188,False,False,31.3953488372093,56.41025641025641,,True,True,False
V0020,2024Q2,devtools,B,27.865791713571834,False,True,34.883720930232556,15.584415584415584,,True,True,False
V0020,2024Q3,devtools,B,60.79336819850895,True,False,63.95348837209303,55.26315789473685,,True,True,False
V0020,2024Q4,devtools,B,87.77122510292644,True,False,86.04651162790698,90.78947368421053,,True,True,False
V0020,2025Q1,devtools,B,44.43084455324357,False,True,46.51162790697674,40.78947368421053,,True,True,False
V0020,2025Q2,devtools,B,86.38032713920106,True,False,88.37209302325581,82.89473684210526,,True,True,False
V0020,2025Q3,devtools,B,71.34319943622269,False,False,95.34883720930233,29.333333333333332,,True,True,False
V0020,2025Q4,devtools,B,91.2473572938689,False,False,97.67441860465115,80.0,,True,True,False
V0021,2023Q1,devtools,B,50.0,False,False,,,,True,True,False
V0021,2023Q2,devtools,B,86.25,False,False,,86.25,,True,True,False
V0021,2023Q3,devtools,B,18.9873417721519,False,True,,18.9873417721519,,True,True,False
V0021,2023Q4,devtools,B,65.99673508710895,False,False,58.139534883720934,79.74683544303798,,True,True,False
V0021,2024Q1,devtools,B,73.73014582316908,True,False,95.34883720930233,35.8974358974359,,True,True,False
V0021,2024Q2,devtools,B,61.934049037643106,False,False,72.09302325581395,44.15584415584416,,True,True,False
V0021,2024Q3,devtools,B,40.508512295538,False,True,29.069767441860467,60.526315789473685,,True,True,False
V0021,2024Q4,devtools,B,41.89941025926338,False,False,26.744186046511626,68.42105263157895,,True,True,False
V0021,2025Q1,devtools,B,60.00890174696783,True,False,60.46511627906976,59.210526315789465,,True,True,False
V0021,2025Q2,devtools,B,55.40224769110937,False,False,69.76744186046511,30.263157894736842,,True,True,False
V0021,2025Q3,devtools,B,77.39252995066948,True,False,72.09302325581395,86.66666666666667,,True,True,False
V0021,2025Q4,devtools,B,63.89288231148695,False,False,79.06976744186046,37.333333333333336,,True,True,False
V0022,2023Q1,devtools,A,50.0,False,False,,,,True,True,True
V0022,2023Q2,devtools,A,32.96806966618287,False,False,,13.750000000000002,41.509433962264154,True,True,True
V0022,2023Q3,devtools,A,98.66863905325444,True,False,,100.0,98.07692307692307,True,True,True
V0022,2023Q4,devtools,A,74.14149362559725,False,False,89.53488372093024,6.329113924050633,92.3076923076923,True,True,True
V0022,2024Q1,devtools,A,60.3147251745063,False,False,75.5813953488372,98.71794871794873,31.372549019607842,True,True,True
V0022,2024Q2,devtools,A,63.09081137740509,False,False,91.86046511627907,31.16883116883117,54.90196078431373,True,True,True
V0022,2024Q3,devtools,A,25.81003671970624,False,True,13.953488372093023,77.63157894736842,12.0,True,True,True
V0022,2024Q4,devtools,A,49.64895960832313,False,False,4.651162790697675,42.10526315789473,88.0,True,True,True
V0022,2025Q1,devtools,A,9.133170134638924,False,True,4.651162790697675,10.526315789473683,12.0,True,True,True
V0022,2025Q2,devtools,A,58.82545899632803,True,False,24.418604651162788,57.89473684210527,86.0,True,True,True
V0022,2025Q3,devtools,A,35.75891472868217,False,False,20.930232558139537,74.66666666666667,30.0,True,True,True
V0022,2025Q4,devtools,A,41.851937984496125,False,False,19.767441860465116,30.666666666666664,64.0,True,True,True
V0023,2023Q1,devtools,B,50.0,False,False,,,,False,True,True
V0023,2023Q2,devtools,B,55.428156748911455,False,False,,82.5,43.39622641509434,False,True,True
V0023,2023Q3,devtools,B,54.67755224327765,False,False,,39.24050632911392,61.53846153846154,False,True,True
V0023,2023Q4,devtools,B,83.28027863081418,True,False,,75.9493670886076,86.53846153846155,False,True,True
V0023,2024Q1,devtools,B,8.017171365587654,False,True,,12.82051282051282,5.88235294117647,False,True,True
V0023,2024Q2,devtools,B,67.73226773226773,True,False,,70.12987012987013,66.66666666666666,False,True,True
V0023,2024Q3,devtools,B,67.21457489878543,True,False,,78.94736842105263,62.0,False,True,True
V0023,2024Q4,devtools,B,46.74493927125506,False,False,,93.42105263157895,26.0,False,True,True
V0023,2025Q1,devtools,B,60.412955465587046,False,False,,11.842105263157894,82.0,False,True,True
V0023,2025Q2,devtools,B,54.49392712550607,False,False,,42.10526315789473,60.0,False,True,True
V0023,2025Q3,devtools,B,38.205128205128204,False,True,,38.666666666666664,38.0,False,True,True
V0023,2025Q4,devtools,B,53.64102564102564,False,False,,21.333333333333336,68.0,False,True,True
V0024,2023Q1,devtools,C,50.0,False,False,,,,False,False,True
V0024,2023Q2,devtools,C,38.20754716981132,False,False,,,26.41509433962264,False,False,True
V0024,2023Q3,devtools,C,53.84615384615384,False,False,,,57.692307692307686,False,False,True
V0024,2023Q4,devtools,C,47.11538461538461,False,False,,,44.230769230769226,False,False,True
V0024,2024Q1,devtools,C,32.84313725490196,False,True,,,15.686274509803921,False,False,True
V0024,2024Q2,devtools,C,57.35294117647059,True,False,,,64.70588235294117,False,False,True
V0024,2024Q3,devtools,C,50.0,False,False,,,,False,False,True
V0024,2024Q4,devtools,C,50.0,False,False,,,,False,False,False
V0024,2025Q1,devtools,C,50.0,False,False,,,,False,False,False
V0024,2025Q2,devtools,C,50.0,False,False,,,,False,False,False
V0024,2025Q3,devtools,C,50.0,False,False,,,,False,False,False
V0024,2025Q4,devtools,C,50.0,False,False,,,,False,False,False
V0025,2023Q1,devtools,B,50.0,False,False,,,,False,True,True
V0025,2023Q2,devtools,B,44.673439767779385,False,False,,90.0,24.528301886792452,False,True,True
V0025,2023Q3,devtools,B,48.771627593438694,False,False,,11.39240506329114,65.38461538461539,False,True,True
V0025,2023Q4,devtools,B,45.060295108980604,False,False,,77.21518987341773,30.76923076923077,False,True,True
V0025,2024Q1,devtools,B,96.27567003132613,True,False,,92.3076923076923,98.0392156862745,False,True,True
V0025,2024Q2,devtools,B,29.71146500558265,False,True,,25.97402597402597,31.372549019607842,False,True,True
V0025,2024Q3,devtools,B,83.65991902834007,True,False,,82.89473684210526,84.0,False,True,True
V0025,2024Q4,devtools,B,19.449392712550605,False,True,,9.210526315789473,24.0,False,True,True
V0025,2025Q1,devtools,B,46.22672064777328,False,False,,19.736842105263158,57.99999999999999,False,True,True
V0025,2025Q2,devtools,B,34.51012145748988,False,False,,13.157894736842104,44.0,False,True,True
V0025,2025Q3,devtools,B,47.794871794871796,False,False,,65.33333333333333,40.0,False,True,True
V0025,2025Q4,devtools,B,27.69230769230769,False,False,,72.0,8.0,False,True,True
V0026,2023Q1,devtools,B,50.0,False,False,,,,False,True,True
V0026,2023Q2,devtools,B,48.178519593613935,False,False,,3.75,67.9245283018868,False,True,True
V0026,2023Q3,devtools,B,19.962924125533668,False,True,,51.89873417721519,5.769230769230769,False,True,True
