vendor_id,segment,quarter,jobs_status,jobs_new_postings,web_status,web_months_observed,spend_status,spend_txn_count,tier,tier_reason
V0006,devtools,2023Q1,untracked,0,present,3,present,15,B,untracked_jobs
V0006,devtools,2023Q2,untracked,0,present,3,present,15,B,untracked_jobs
V0006,devtools,2023Q3,untracked,0,present,3,present,13,B,untracked_jobs
V0006,devtools,2023Q4,untracked,0,present,3,present,17,B,untracked_jobs
V0006,devtools,2024Q1,untracked,0,present,3,present,16,B,untracked_jobs
V0006,devtools,2024Q2,untracked,0,present,3,present,13,B,untracked_jobs
V0006,devtools,2024Q3,untracked,0,present,3,present,12,B,untracked_jobs
V0006,devtools,2024Q4,untracked,0,present,3,present,16,B,untracked_jobs
V0006,devtools,2025Q1,untracked,0,present,3,present,14,B,untracked_jobs
V0006,devtools,2025Q2,untracked,0,present,3,present,14,B,untracked_jobs
V0006,devtools,2025Q3,untracked,0,present,3,present,12,B,untracked_jobs
V0006,devtools,2025Q4,untracked,0,present,3,present,15,B,untracked_jobs
V0007,devtools,2023Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0007,devtools,2023Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0007,devtools,2023Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0007,devtools,2023Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0007,devtools,2024Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0007,devtools,2024Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0007,devtools,2024Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0007,devtools,2024Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0007,devtools,2025Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0007,devtools,2025Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0007,devtools,2025Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0007,devtools,2025Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0008,devtools,2023Q1,tracked_active,9,present,3,present,41,A,full
V0008,devtools,2023Q2,tracked_active,10,present,3,present,47,A,full
V0008,devtools,2023Q3,tracked_active,10,present,3,present,43,A,full
V0008,devtools,2023Q4,tracked_active,10,present,3,present,41,A,full
V0008,devtools,2024Q1,tracked_active,11,present,3,present,53,A,full
V0008,devtools,2024Q2,tracked_active,13,present,3,present,58,A,full
V0008,devtools,2024Q3,tracked_active,13,present,3,present,69,A,full
V0008,devtools,2024Q4,tracked_active,14,present,3,present,61,A,full
V0008,devtools,2025Q1,tracked_active,14,present,3,present,70,A,full
V0008,devtools,2025Q2,tracked_active,15,present,3,present,68,A,full
V0008,devtools,2025Q3,tracked_active,16,present,3,present,89,A,full
V0008,devtools,2025Q4,tracked_active,19,present,3,present,73,A,full
V0009,devtools,2023Q1,tracked_active,6,present,3,present,66,A,full
V0009,devtools,2023Q2,tracked_active,6,present,3,present,64,A,full
V0009,devtools,2023Q3,tracked_active,6,present,3,present,69,A,full
V0009,devtools,2023Q4,tracked_active,6,present,3,present,74,A,full
V0009,devtools,2024Q1,tracked_active,7,present,3,present,77,A,full
V0009,devtools,2024Q2,tracked_active,7,present,3,present,88,A,full
V0009,devtools,2024Q3,tracked_active,8,present,3,present,80,A,full
V0009,devtools,2024Q4,tracked_active,8,present,3,present,87,A,full
V0009,devtools,2025Q1,tracked_active,10,present,3,present,82,A,full
V0009,devtools,2025Q2,tracked_active,9,present,3,present,93,A,full
V0009,devtools,2025Q3,tracked_active,10,present,3,present,110,A,full
V0009,devtools,2025Q4,tracked_active,11,present,3,present,124,A,full
V0010,devtools,2023Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0010,devtools,2023Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0010,devtools,2023Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0010,devtools,2023Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0010,devtools,2024Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0010,devtools,2024Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0010,devtools,2024Q3,untracked,0,absent,0,absent,0,C,post_shutdown_dark
V0010,devtools,2024Q4,untracked,0,absent,0,absent,0,C,no_spend_channel
V0010,devtools,2025Q1,untracked,0,absent,0,absent,0,C,no_spend_channel
V0010,devtools,2025Q2,untracked,0,absent,0,absent,0,C,no_spend_channel
V0010,devtools,2025Q3,untracked,0,absent,0,absent,0,C,no_spend_channel
V0010,devtools,2025Q4,untracked,0,absent,0,absent,0,C,no_spend_channel
V0011,devtools,2023Q1,untracked,0,present,3,present,28,B,untracked_jobs
V0011,devtools,2023Q2,untracked,0,present,3,present,33,B,untracked_jobs
V0011,devtools,2023Q3,untracked,0,present,3,present,28,B,untracked_jobs
V0011,devtools,2023Q4,untracked,0,present,3,present,37,B,untracked_jobs
V0011,devtools,2024Q1,untracked,0,present,3,present,41,B,untracked_jobs
V0011,devtools,2024Q2,untracked,0,present,3,present,52,B,untracked_jobs
V0011,devtools,2024Q3,untracked,0,present,3,present,47,B,untracked_jobs
V0011,devtools,2024Q4,untracked,0,present,3,present,61,B,untracked_jobs
V0011,devtools,2025Q1,untracked,0,present,3,present,58,B,untracked_jobs
V0011,devtools,2025Q2,untracked,0,present,3,present,64,B,untracked_jobs
V0011,devtools,2025Q3,untracked,0,present,3,present,79,B,untracked_jobs
V0011,devtools,2025Q4,untracked,0,present,3,present,72,B,untracked_jobs
V0012,devtools,2023Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0012,devtools,2023Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0012,devtools,2023Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0012,devtools,2023Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0012,devtools,2024Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0012,devtools,2024Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0012,devtools,2024Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0012,devtools,2024Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0012,devtools,2025Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0012,devtools,2025Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0012,devtools,2025Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0012,devtools,2025Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0013,devtools,2023Q1,tracked_active,6,present,3,present,18,A,full
V0013,devtools,2023Q2,tracked_active,6,present,3,present,18,A,full
V0013,devtools,2023Q3,tracked_active,7,present,3,present,24,A,full
V0013,devtools,2023Q4,tracked_active,8,present,3,present,24,A,full
V0013,devtools,2024Q1,tracked_active,6,present,3,present,23,A,full
V0013,devtools,2024Q2,tracked_active,8,present,3,present,23,A,full
V0013,devtools,2024Q3,tracked_active,7,present,3,present,25,A,full
V0013,devtools,2024Q4,tracked_active,8,present,3,present,27,A,full
V0013,devtools,2025Q1,tracked_active,8,present,3,present,23,A,full
V0013,devtools,2025Q2,tracked_active,19,present,3,present,24,A,full
V0013,devtools,2025Q3,tracked_active,20,present,3,present,29,A,full
V0013,devtools,2025Q4,tracked_active,21,present,3,present,37,A,full
V0014,devtools,2023Q1,tracked_active,4,present,3,present,17,A,full
V0014,devtools,2023Q2,tracked_active,4,present,3,present,30,A,full
V0014,devtools,2023Q3,tracked_active,4,present,3,present,27,A,full
V0014,devtools,2023Q4,tracked_active,5,present,3,present,32,A,full
V0014,devtools,2024Q1,tracked_active,4,present,3,present,28,A,full
V0014,devtools,2024Q2,tracked_active,6,present,3,present,38,A,full
V0014,devtools,2024Q3,tracked_active,6,present,3,present,43,A,full
V0014,devtools,2024Q4,tracked_active,6,present,3,present,52,A,full
V0014,devtools,2025Q1,tracked_active,7,present,3,present,54,A,full
V0014,devtools,2025Q2,tracked_active,8,present,3,present,46,A,full
V0014,devtools,2025Q3,tracked_active,8,present,3,present,48,A,full
V0014,devtools,2025Q4,tracked_active,9,present,3,present,66,A,full
V0015,devtools,2023Q1,tracked_active,5,absent,0,present,57,B,below_traffic_floor
V0015,devtools,2023Q2,tracked_active,7,absent,0,present,67,B,below_traffic_floor
V0015,devtools,2023Q3,tracked_active,6,absent,0,present,83,B,below_traffic_floor
V0015,devtools,2023Q4,tracked_active,7,absent,0,present,84,B,below_traffic_floor
V0015,devtools,2024Q1,tracked_active,7,absent,0,present,90,B,below_traffic_floor
V0015,devtools,2024Q2,tracked_active,7,absent,0,present,114,B,below_traffic_floor
V0015,devtools,2024Q3,tracked_active,8,absent,0,present,113,B,below_traffic_floor
V0015,devtools,2024Q4,tracked_active,8,absent,0,present,114,B,below_traffic_floor
V0015,devtools,2025Q1,tracked_active,7,absent,0,present,117,B,below_traffic_floor
V0015,devtools,2025Q2,tracked_active,11,absent,0,present,133,B,below_traffic_floor
V0015,devtools,2025Q3,tracked_active,13,absent,0,present,174,B,below_traffic_floor
V0015,devtools,2025Q4,tracked_active,13,absent,0,present,170,B,below_traffic_floor
V0016,devtools,2023Q1,tracked_active,4,present,3,present,43,A,full
V0016,devtools,2023Q2,tracked_active,4,present,3,present,46,A,full
V0016,devtools,2023Q3,tracked_zero,0,absent,0,present,0,B,below_traffic_floor
V0016,devtools,2023Q4,tracked_zero,0,absent,0,absent,0,C,post_shutdown_dark
V0016,devtools,2024Q1,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0016,devtools,2024Q2,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0016,devtools,2024Q3,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0016,devtools,2024Q4,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0016,devtools,2025Q1,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0016,devtools,2025Q2,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0016,devtools,2025Q3,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0016,devtools,2025Q4,tracked_zero,0,absent,0,absent,0,C,no_spend_channel
V0017,devtools,2023Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0017,devtools,2023Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0017,devtools,2023Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0017,devtools,2023Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0017,devtools,2024Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0017,devtools,2024Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0017,devtools,2024Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0017,devtools,2024Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0017,devtools,2025Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0017,devtools,2025Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0017,devtools,2025Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0017,devtools,2025Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0018,devtools,2023Q1,tracked_active,1,present,3,absent,0,B,no_spend_channel
V0018,devtools,2023Q2,tracked_active,1,present,3,absent,0,B,no_spend_channel
V0018,devtools,2023Q3,tracked_active,1,present,3,absent,0,B,no_spend_channel
V0018,devtools,2023Q4,tracked_active,1,present,3,absent,0,B,no_spend_channel
V0018,devtools,2024Q1,tracked_active,1,present,3,absent,0,B,no_spend_channel
V0018,devtools,2024Q2,tracked_active,1,present,3,absent,0,B,no_spend_channel
V0018,devtools,2024Q3,tracked_active,1,present,3,absent,0,B,no_spend_channel
V0018,devtools,2024Q4,tracked_active,3,present,3,absent,0,B,no_spend_channel
V0018,devtools,2025Q1,tracked_active,4,present,3,absent,0,B,no_spend_channel
V0018,devtools,2025Q2,tracked_active,4,present,3,absent,0,B,no_spend_channel
V0018,devtools,2025Q3,tracked_active,5,present,3,absent,0,B,no_spend_channel
V0018,devtools,2025Q4,tracked_active,6,present,3,absent,0,B,no_spend_channel
V0019,devtools,2023Q1,untracked,0,present,3,present,35,B,untracked_jobs
V0019,devtools,2023Q2,untracked,0,present,3,present,32,B,untracked_jobs
V0019,devtools,2023Q3,untracked,0,present,3,present,35,B,untracked_jobs
V0019,devtools,2023Q4,untracked,0,present,3,present,40,B,untracked_jobs
V0019,devtools,2024Q1,untracked,0,present,3,present,47,B,untracked_jobs
V0019,devtools,2024Q2,untracked,0,present,3,present,59,B,untracked_jobs
V0019,devtools,2024Q3,untracked,0,present,3,present,50,B,untracked_jobs
V0019,devtools,2024Q4,untracked,0,present,3,present,63,B,untracked_jobs
V0019,devtools,2025Q1,untracked,0,present,3,present,70,B,untracked_jobs
V0019,devtools,2025Q2,untracked,0,present,3,present,59,B,untracked_jobs
V0019,devtools,2025Q3,untracked,0,present,3,present,86,B,untracked_jobs
V0019,devtools,2025Q4,untracked,0,present,3,present,82,B,untracked_jobs
V0020,devtools,2023Q1,tracked_active,9,present,3,absent,0,B,no_spend_channel
V0020,devtools,2023Q2,tracked_active,12,present,3,absent,0,B,no_spend_channel
V0020,devtools,2023Q3,tracked_active,12,present,3,absent,0,B,no_spend_channel
V0020,devtools,2023Q4,tracked_active,13,present,3,absent,0,B,no_spend_channel
V0020,devtools,2024Q1,tracked_active,12,present,3,absent,0,B,no_spend_channel
V0020,devtools,2024Q2,tracked_active,13,present,3,absent,0,B,no_spend_channel
V0020,devtools,2024Q3,tracked_active,16,present,3,absent,0,B,no_spend_channel
V0020,devtools,2024Q4,tracked_active,16,present,3,absent,0,B,no_spend_channel
V0020,devtools,2025Q1,tracked_active,15,present,3,absent,0,B,no_spend_channel
V0020,devtools,2025Q2,tracked_active,33,present,3,absent,0,B,no_spend_channel
V0020,devtools,2025Q3,tracked_active,39,present,3,absent,0,B,no_spend_channel
V0020,devtools,2025Q4,tracked_active,43,present,3,absent,0,B,no_spend_channel
V0021,devtools,2023Q1,tracked_active,7,present,3,absent,0,B,no_spend_channel
V0021,devtools,2023Q2,tracked_active,8,present,3,absent,0,B,no_spend_channel
V0021,devtools,2023Q3,tracked_active,7,present,3,absent,0,B,no_spend_channel
V0021,devtools,2023Q4,tracked_active,10,present,3,absent,0,B,no_spend_channel
V0021,devtools,2024Q1,tracked_active,10,present,3,absent,0,B,no_spend_channel
V0021,devtools,2024Q2,tracked_active,10,present,3,absent,0,B,no_spend_channel
V0021,devtools,2024Q3,tracked_active,10,present,3,absent,0,B,no_spend_channel
V0021,devtools,2024Q4,tracked_active,10,present,3,absent,0,B,no_spend_channel
V0021,devtools,2025Q1,tracked_active,12,present,3,absent,0,B,no_spend_channel
V0021,devtools,2025Q2,tracked_active,12,present,3,absent,0,B,no_spend_channel
V0021,devtools,2025Q3,tracked_active,14,present,3,absent,0,B,no_spend_channel
V0021,devtools,2025Q4,tracked_active,16,present,3,absent,0,B,no_spend_channel
V0022,devtools,2023Q1,tracked_active,4,present,3,present,33,A,full
V0022,devtools,2023Q2,tracked_active,4,present,3,present,30,A,full
V0022,devtools,2023Q3,tracked_active,5,present,3,present,42,A,full
V0022,devtools,2023Q4,tracked_active,5,present,3,present,49,A,full
V0022,devtools,2024Q1,tracked_active,6,present,3,present,53,A,full
V0022,devtools,2024Q2,tracked_active,8,present,3,present,63,A,full
V0022,devtools,2024Q3,tracked_zero,0,present,3,present,59,A,full
V0022,devtools,2024Q4,tracked_zero,0,present,3,present,79,A,full
V0022,devtools,2025Q1,tracked_zero,0,present,3,present,63,A,full
V0022,devtools,2025Q2,tracked_zero,0,present,3,present,78,A,full
V0022,devtools,2025Q3,tracked_zero,0,present,3,present,78,A,full
V0022,devtools,2025Q4,tracked_zero,0,present,3,present,88,A,full
V0023,devtools,2023Q1,untracked,0,present,3,present,65,B,untracked_jobs
V0023,devtools,2023Q2,untracked,0,present,3,present,66,B,untracked_jobs
V0023,devtools,2023Q3,untracked,0,present,3,present,73,B,untracked_jobs
V0023,devtools,2023Q4,untracked,0,present,3,present,86,B,untracked_jobs
V0023,devtools,2024Q1,untracked,0,present,3,present,76,B,untracked_jobs
V0023,devtools,2024Q2,untracked,0,present,3,present,95,B,untracked_jobs
V0023,devtools,2024Q3,untracked,0,present,3,present,106,B,untracked_jobs
V0023,devtools,2024Q4,untracked,0,present,3,present,102,B,untracked_jobs
V0023,devtools,2025Q1,untracked,0,present,3,present,108,B,untracked_jobs
V0023,devtools,2025Q2,untracked,0,present,3,present,111,B,untracked_jobs
V0023,devtools,2025Q3,untracked,0,present,3,present,109,B,untracked_jobs
V0023,devtools,2025Q4,untracked,0,present,3,present,110,B,untracked_jobs
V0024,devtools,2023Q1,untracked,0,absent,0,present,108,C,below_traffic_floor
V0024,devtools,2023Q2,untracked,0,absent,0,present,104,C,below_traffic_floor
V0024,devtools,2023Q3,untracked,0,absent,0,present,120,C,below_traffic_floor
V0024,devtools,2023Q4,untracked,0,absent,0,present,120,C,below_traffic_floor
V0024,devtools,2024Q1,untracked,0,absent,0,present,136,C,below_traffic_floor
V0024,devtools,2024Q2,untracked,0,absent,0,present,143,C,below_traffic_floor
V0024,devtools,2024Q3,untracked,0,absent,0,present,0,C,below_traffic_floor
V0024,devtools,2024Q4,untracked,0,absent,0,absent,0,C,post_shutdown_dark
V0024,devtools,2025Q1,untracked,0,absent,0,absent,0,C,no_spend_channel
V0024,devtools,2025Q2,untracked,0,absent,0,absent,0,C,no_spend_channel
V0024,devtools,2025Q3,untracked,0,absent,0,absent,0,C,no_spend_channel
V0024,devtools,2025Q4,untracked,0,absent,0,absent,0,C,no_spend_channel
V0025,devtools,2023Q1,untracked,0,present,3,present,81,B,untracked_jobs
V0025,devtools,2023Q2,untracked,0,present,3,present,87,B,untracked_jobs
V0025,devtools,2023Q3,untracked,0,present,3,present,104,B,untracked_jobs
V0025,devtools,2023Q4,untracked,0,present,3,present,87,B,untracked_jobs
V0025,devtools,2024Q1,untracked,0,present,3,present,114,B,untracked_jobs
V0025,devtools,2024Q2,untracked,0,present,3,present,107,B,untracked_jobs
V0025,devtools,2024Q3,untracked,0,present,3,present,130,B,untracked_jobs
V0025,devtools,2024Q4,untracked,0,present,3,present,117,B,untracked_jobs
V0025,devtools,2025Q1,untracked,0,present,3,present,130,B,untracked_jobs
V0025,devtools,2025Q2,untracked,0,present,3,present,119,B,untracked_jobs
V0025,devtools,2025Q3,untracked,0,present,3,present,121,B,untracked_jobs
V0025,devtools,2025Q4,untracked,0,present,3,present,109,B,untracked_jobs
V0026,devtools,2023Q1,untracked,0,present,3,present,11,B,untracked_jobs
V0026,devtools,2023Q2,untracked,0,present,3,present,14,B,untracked_jobs
V0026,devtools,2023Q3,untracked,0,present,3,present,12,B,untracked_jobs
V0026,devtools,2023Q4,untracked,0,present,3,present,13,B,untracked_jobs
V0026,devtools,2024Q1,untracked,0,present,3,present,13,B,untracked_jobs
V0026,devtools,2024Q2,untracked,0,present,3,present,13,B,untracked_jobs
V0026,devtools,2024Q3,untracked,0,present,3,present,15,B,untracked_jobs
V0026,devtools,2024Q4,untracked,0,present,3,present,10,B,untracked_jobs
V0026,devtools,2025Q1,untracked,0,present,3,present,12,B,untracked_jobs
V0026,devtools,2025Q2,untracked,0,present,3,present,13,B,untracked_jobs
V0026,devtools,2025Q3,untracked,0,present,3,present,14,B,untracked_jobs
V0026,devtools,2025Q4,untracked,0,present,3,present,12,B,untracked_jobs
V0027,devtools,2023Q1,tracked_active,42,present,3,present,33,A,full
V0027,devtools,2023Q2,tracked_active,39,present,3,present,29,A,full
V0027,devtools,2023Q3,tracked_active,44,present,3,present,36,A,full
V0027,devtools,2023Q4,tracked_active,53,present,3,present,38,A,full
V0027,devtools,2024Q1,tracked_active,53,present,3,present,38,A,full
V0027,devtools,2024Q2,tracked_active,56,present,3,present,43,A,full
V0027,devtools,2024Q3,tracked_active,59,present,3,present,49,A,full
V0027,devtools,2024Q4,tracked_active,66,present,3,present,54,A,full
V0027,devtools,2025Q1,tracked_active,68,present,3,present,42,A,full
V0027,devtools,2025Q2,tracked_active,72,present,3,present,56,A,full
V0027,devtools,2025Q3,tracked_active,81,present,3,present,50,A,full
V0027,devtools,2025Q4,tracked_active,82,present,3,present,60,A,full
V0028,devtools,2023Q1,tracked_active,22,present,3,absent,0,B,no_spend_channel
V0028,devtools,2023Q2,tracked_active,23,present,3,absent,0,B,no_spend_channel
V0028,devtools,2023Q3,tracked_active,25,present,3,absent,0,B,no_spend_channel
V0028,devtools,2023Q4,tracked_active,28,present,3,absent,0,B,no_spend_channel
V0028,devtools,2024Q1,tracked_active,27,present,3,absent,0,B,no_spend_channel
V0028,devtools,2024Q2,tracked_active,24,present,3,absent,0,B,no_spend_channel
V0028,devtools,2024Q3,tracked_active,27,present,3,absent,0,B,no_spend_channel
V0028,devtools,2024Q4,tracked_active,29,present,3,absent,0,B,no_spend_channel
V0028,devtools,2025Q1,tracked_active,72,present,3,absent,0,B,no_spend_channel
V0028,devtools,2025Q2,tracked_active,80,present,3,absent,0,B,no_spend_channel
V0028,devtools,2025Q3,tracked_active,84,present,3,absent,0,B,no_spend_channel
V0028,devtools,2025Q4,tracked_active,96,present,3,absent,0,B,no_spend_channel
V0029,devtools,2023Q1,tracked_active,7,present,3,present,38,A,full
V0029,devtools,2023Q2,tracked_active,7,present,3,present,38,A,full
V0029,devtools,2023Q3,tracked_active,8,present,3,present,32,A,full
V0029,devtools,2023Q4,tracked_active,9,present,3,present,35,A,full
V0029,devtools,2024Q1,tracked_active,9,present,3,present,44,A,full
V0029,devtools,2024Q2,tracked_active,10,present,3,present,54,A,full
V0029,devtools,2024Q3,tracked_active,11,present,3,present,66,A,full
V0029,devtools,2024Q4,tracked_active,11,present,3,present,63,A,full
V0029,devtools,2025Q1,tracked_active,13,present,3,present,67,A,full
V0029,devtools,2025Q2,tracked_active,13,present,3,present,68,A,full
V0029,devtools,2025Q3,tracked_active,13,present,3,present,84,A,full
V0029,devtools,2025Q4,tracked_active,17,present,3,present,98,A,full
V0030,devtools,2023Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0030,devtools,2023Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0030,devtools,2023Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0030,devtools,2023Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0030,devtools,2024Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0030,devtools,2024Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0030,devtools,2024Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0030,devtools,2024Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0030,devtools,2025Q1,untracked,0,present,3,absent,0,C,no_spend_channel
V0030,devtools,2025Q2,untracked,0,present,3,absent,0,C,no_spend_channel
V0030,devtools,2025Q3,untracked,0,present,3,absent,0,C,no_spend_channel
V0030,devtools,2025Q4,untracked,0,present,3,absent,0,C,no_spend_channel
V0031,devtools,2023Q1,tracked_active,3,present,3,absent,0,B,no_spend_channel
V0031,devtools,2023Q2,tracked_active,3,present,3,absent,0,B,no_spend_channel
V0031,devtools,2023Q3,tracked_active,3,present,3,absent,0,B,no_spend_channel
