panelist_id,age_band,income_band,region,joined_month,left_month
189,18-29,low,north,1,28
190,18-29,low,north,1,
191,18-29,low,north,1,
192,18-29,low,north,1,19
193,18-29,low,north,1,26
194,18-29,low,north,1,
195,18-29,low,north,1,
196,18-29,low,north,1,
197,18-29,low,north,1,16
198,18-29,low,north,1,18
199,18-29,low,north,1,
200,18-29,low,north,1,
201,18-29,low,north,1,18
202,18-29,low,north,1,30
203,18-29,low,north,1,21
204,18-29,low,north,1,
205,18-29,low,north,1,
206,18-29,low,north,1,
207,18-29,low,north,1,
208,18-29,low,north,1,15
209,18-29,low,north,1,4
210,18-29,low,north,1,14
211,18-29,low,north,1,33
212,18-29,low,north,1,
213,18-29,low,north,1,14
214,18-29,low,north,1,6
215,18-29,low,north,1,
216,18-29,low,north,1,2
217,18-29,low,north,1,
218,18-29,low,north,1,
219,18-29,low,north,1,27
220,18-29,low,north,1,
221,18-29,low,north,1,26
222,18-29,low,north,1,
223,18-29,low,north,1,11
224,18-29,low,north,1,
225,18-29,low,north,1,
226,18-29,low,north,1,
227,18-29,low,north,1,29
228,18-29,low,north,1,22
229,18-29,low,north,1,11
230,18-29,low,north,1,
231,18-29,low,north,1,
232,18-29,low,north,1,
233,18-29,low,north,1,
234,18-29,low,north,1,17
235,18-29,low,north,1,4
236,18-29,low,north,1,17
237,18-29,low,north,1,14
238,18-29,low,north,1,
239,18-29,low,north,1,6
240,18-29,low,north,1,13
241,18-29,low,north,1,
242,18-29,low,north,1,
243,18-29,low,north,1,24
244,18-29,low,north,1,
245,18-29,low,north,1,25
246,18-29,low,north,1,11
247,18-29,low,north,1,
248,18-29,low,north,1,
249,18-29,low,north,1,
250,18-29,low,north,1,22
251,18-29,low,north,1,
252,18-29,low,north,1,
253,18-29,low,north,1,
254,18-29,low,north,1,
255,18-29,low,north,1,
256,18-29,low,north,1,
257,18-29,low,north,1,
258,18-29,low,north,1,
259,18-29,low,north,1,
260,18-29,low,north,1,14
261,18-29,low,north,1,
262,18-29,low,north,1,12
263,18-29,low,north,1,
264,18-29,low,north,1,
265,18-29,low,north,1,7
266,18-29,low,north,1,
267,18-29,low,north,1,13
268,18-29,low,north,1,16
269,18-29,low,north,1,
270,18-29,low,north,1,23
271,18-29,low,north,1,19
272,18-29,low,north,1,
273,18-29,low,north,1,
274,18-29,low,north,1,6
275,18-29,low,north,1,22
276,18-29,low,north,1,
277,18-29,low,north,1,
278,18-29,low,north,1,
279,18-29,low,south,1,
280,18-29,low,south,1,
281,18-29,low,south,1,20
282,18-29,low,south,1,36
283,18-29,low,south,1,34
284,18-29,low,south,1,6
285,18-29,low,south,1,
286,18-29,low,south,1,
287,18-29,low,south,1,
288,18-29,low,south,1,31
289,18-29,low,south,1,
290,18-29,low,south,1,
291,18-29,low,south,1,21
292,18-29,low,south,1,
293,18-29,low,south,1,
294,18-29,low,south,1,
295,18-29,low,south,1,7
296,18-29,low,south,1,31
297,18-29,low,south,1,
298,18-29,low,south,1,
299,18-29,low,south,1,23
300,18-29,low,south,1,12
301,18-29,low,south,1,18
302,18-29,low,south,1,29
303,18-29,low,south,1,
304,18-29,low,south,1,
305,18-29,low,south,1,
306,18-29,low,south,1,18
307,18-29,low,south,1,
308,18-29,low,south,1,
309,18-29,low,south,1,2
310,18-29,low,south,1,
311,18-29,low,south,1,
312,18-29,low,south,1,
313,18-29,low,south,1,
314,18-29,low,south,1,
315,18-29,low,south,1,7
316,18-29,low,south,1,
317,18-29,low,south,1,
318,18-29,low,south,1,
319,18-29,low,south,1,
320,18-29,low,south,1,
321,18-29,low,south,1,
322,18-29,low,south,1,6
323,18-29,low,south,1,35
324,18-29,low,south,1,
325,18-29,low,south,1,
326,18-29,low,south,1,
327,18-29,low,south,1,35
328,18-29,low,south,1,14
329,18-29,low,south,1,
330,18-29,low,south,1,20
331,18-29,low,south,1,
332,18-29,low,south,1,29
333,18-29,low,south,1,23
334,18-29,low,south,1,7
335,18-29,low,south,1,
336,18-29,low,south,1,19
337,18-29,low,south,1,
338,18-29,low,south,1,
339,18-29,low,south,1,12
340,18-29,low,south,1,
341,18-29,low,south,1,
342,18-29,low,south,1,
343,18-29,low,south,1,
344,18-29,low,south,1,
345,18-29,low,south,1,
346,18-29,low,south,1,
347,18-29,low,south,1,10
348,18-29,low,south,1,
349,18-29,low,south,1,
350,18-29,low,south,1,16
351,18-29,low,south,1,
352,18-29,low,south,1,
353,18-29,low,south,1,4
354,18-29,low,south,1,29
355,18-29,low,south,1,24
356,18-29,low,south,1,33
357,18-29,low,south,1,2
358,18-29,low,south,1,18
359,18-29,low,south,1,
360,18-29,low,south,1,
361,18-29,low,south,1,5
362,18-29,low,south,1,11
363,18-29,low,south,1,10
364,18-29,low,south,1,
365,18-29,low,south,1,
366,18-29,low,south,1,20
367,18-29,low,south,1,21
368,18-29,low,south,1,
369,18-29,low,south,1,
370,18-29,low,south,1,32
371,18-29,low,south,1,15
372,18-29,low,south,1,
373,18-29,low,south,1,24
374,18-29,low,south,1,
375,18-29,low,south,1,18
376,18-29,low,south,1,
377,18-29,low,south,1,
378,18-29,low,south,1,
379,18-29,low,south,1,5
380,18-29,low,south,1,26
381,18-29,low,south,1,
382,18-29,low,south,1,35
383,18-29,low,south,1,
384,18-29,low,south,1,
385,18-29,low,south,1,30
386,18-29,low,south,1,
387,18-29,low,south,1,18
388,18-29,low,south,1,23
389,18-29,low,south,1,
390,18-29,low,south,1,
391,18-29,low,south,1,
392,18-29,low,south,1,
393,18-29,low,south,1,8
394,18-29,low,south,1,6
395,18-29,low,south,1,
396,18-29,low,south,1,
397,18-29,low,south,1,
398,18-29,low,south,1,
399,18-29,low,south,1,7
400,18-29,low,south,1,
401,18-29,low,south,1,
402,18-29,low,south,1,
403,18-29,low,south,1,
404,18-29,low,south,1,
405,18-29,low,south,1,
406,18-29,low,south,1,26
407,18-29,low,south,1,7
408,18-29,low,south,1,11
409,18-29,low,south,1,5
410,18-29,low,south,1,
411,18-29,low,south,1,
412,18-29,low,south,1,
413,18-29,low,south,1,
414,18-29,low,south,1,
415,18-29,low,south,1,8
416,18-29,low,south,1,
417,18-29,low,south,1,9
418,18-29,low,south,1,34
419,18-29,low,south,1,19
420,18-29,low,south,1,21
421,18-29,low,south,1,
422,18-29,low,south,1,
423,18-29,low,south,1,
424,18-29,low,south,1,
425,18-29,low,south,1,
426,18-29,low,south,1,
427,18-29,low,south,1,
428,18-29,low,south,1,
429,18-29,low,south,1,23
430,18-29,low,south,1,
431,18-29,low,south,1,
432,18-29,low,south,1,33
433,18-29,low,south,1,15
434,18-29,low,south,1,
435,18-29,low,south,1,20
436,18-29,low,south,1,
437,18-29,low,south,1,
438,18-29,low,south,1,11
439,18-29,low,south,1,
440,18-29,low,south,1,
441,18-29,low,south,1,6
442,18-29,low,south,1,
443,18-29,low,south,1,
444,18-29,low,south,1,
445,18-29,low,south,1,10
446,18-29,low,south,1,17
447,18-29,low,south,1,
448,18-29,low,south,1,
449,18-29,low,south,1,
450,18-29,low,south,1,
451,18-29,low,south,1,
452,18-29,low,south,1,
453,18-29,low,south,1,
454,18-29,low,south,1,18
455,18-29,low,south,1,
456,18-29,low,south,1,
457,18-29,low,south,1,
458,18-29,low,south,1,
459,18-29,low,south,1,
460,18-29,low,south,1,18
461,18-29,low,south,1,17
462,18-29,low,south,1,25
463,18-29,low,south,1,
464,18-29,low,south,1,6
465,18-29,low,south,1,
466,18-29,low,south,1,
467,18-29,low,south,1,26
468,18-29,low,south,1,25
469,18-29,low,south,1,9
470,18-29,low,south,1,
471,18-29,low,south,1,
472,18-29,low,south,1,13
473,18-29,low,south,1,
474,18-29,low,south,1,20
475,18-29,low,south,1,
476,18-29,low,south,1,
477,18-29,low,south,1,
478,18-29,low,south,1,8
479,18-29,low,south,1,
480,18-29,low,south,1,
481,18-29,low,south,1,
482,18-29,low,south,1,6
483,18-29,low,south,1,
484,18-29,low,south,1,
485,18-29,low,south,1,31
486,18-29,low,south,1,
487,18-29,low,south,1,10
488,18-29,low,south,1,21
489,18-29,low,south,1,
490,18-29,low,south,1,
491,18-29,low,south,1,7
492,18-29,low,south,1,
493,18-29,low,south,1,
494,18-29,low,south,1,
495,18-29,low,south,1,
496,18-29,low,south,1,26
497,18-29,low,south,1,15
498,18-29,low,south,1,18
499,18-29,low,south,1,12
500,18-29,low,south,1,8
501,18-29,low,south,1,7
502,18-29,low,south,1,
503,18-29,low,south,1,
504,18-29,low,south,1,34
505,18-29,low,south,1,9
506,18-29,low,south,1,
507,18-29,low,south,1,2
508,18-29,low,south,1,
509,18-29,low,south,1,34
510,18-29,low,south,1,
511,18-29,low,south,1,
512,18-29,low,south,1,17
513,18-29,low,south,1,20
514,18-29,low,south,1,20
515,18-29,low,south,1,32
516,18-29,low,south,1,
517,18-29,low,south,1,31
518,18-29,low,south,1,
519,18-29,low,south,1,
520,18-29,low,south,1,
521,18-29,low,south,1,
522,18-29,low,south,1,
523,18-29,low,south,1,
524,18-29,low,south,1,
525,18-29,low,south,1,
526,18-29,low,south,1,35
527,18-29,low,south,1,31
528,18-29,low,south,1,
529,18-29,low,south,1,
530,18-29,low,south,1,
531,18-29,low,south,1,
532,18-29,low,south,1,
533,18-29,low,south,1,
534,18-29,low,south,1,
535,18-29,low,south,1,
536,18-29,low,south,1,
537,18-29,low,south,1,
538,18-29,low,south,1,
539,18-29,low,south,1,17
540,18-29,low,south,1,23
541,18-29,low,east,1,22
542,18-29,low,east,1,
543,18-29,low,east,1,
544,18-29,low,east,1,
545,18-29,low,east,1,
546,18-29,low,east,1,3
547,18-29,low,east,1,8
548,18-29,low,east,1,
549,18-29,low,east,1,
550,18-29,low,east,1,
551,18-29,low,east,1,3
552,18-29,low,east,1,
553,18-29,low,east,1,36
554,18-29,low,east,1,19
555,18-29,low,east,1,27
556,18-29,low,east,1,
557,18-29,low,east,1,35
558,18-29,low,east,1,
559,18-29,low,east,1,
560,18-29,low,east,1,31
561,18-29,low,east,1,21
562,18-29,low,east,1,
563,18-29,low,east,1,26
564,18-29,low,east,1,
565,18-29,low,east,1,26
566,18-29,low,east,1,19
567,18-29,low,east,1,2
568,18-29,low,east,1,6
569,18-29,low,east,1,
570,18-29,low,east,1,
571,18-29,low,east,1,2
572,18-29,low,east,1,4
573,18-29,low,east,1,
574,18-29,low,east,1,5
575,18-29,low,east,1,35
576,18-29,low,east,1,
577,18-29,low,east,1,
578,18-29,low,east,1,6
579,18-29,low,east,1,35
580,18-29,low,east,1,
581,18-29,low,east,1,9
582,18-29,low,east,1,16
583,18-29,low,east,1,4
584,18-29,low,east,1,
585,18-29,low,east,1,
586,18-29,low,east,1,3
587,18-29,low,east,1,
588,18-29,low,east,1,34
589,18-29,low,east,1,28
590,18-29,low,east,1,
591,18-29,low,east,1,4
592,18-29,low,east,1,
593,18-29,low,east,1,2
594,18-29,low,east,1,7
595,18-29,low,east,1,
596,18-29,low,east,1,
597,18-29,low,east,1,13
598,18-29,low,east,1,
599,18-29,low,east,1,9
600,18-29,low,east,1,
601,18-29,low,east,1,
602,18-29,low,east,1,
603,18-29,low,east,1,
604,18-29,low,east,1,
605,18-29,low,east,1,
606,18-29,low,east,1,21
607,18-29,low,east,1,12
608,18-29,low,east,1,
609,18-29,low,east,1,4
610,18-29,low,east,1,
611,18-29,low,east,1,20
612,18-29,low,east,1,28
613,18-29,low,east,1,18
614,18-29,low,east,1,
615,18-29,low,east,1,
616,18-29,low,east,1,
617,18-29,low,east,1,13
618,18-29,low,east,1,
619,18-29,low,east,1,10
620,18-29,low,east,1,36
621,18-29,low,east,1,14
622,18-29,low,east,1,
623,18-29,low,east,1,21
624,18-29,low,east,1,
625,18-29,low,east,1,
626,18-29,low,east,1,15
627,18-29,low,east,1,
628,18-29,low,east,1,
629,18-29,low,east,1,
630,18-29,low,east,1,
631,18-29,low,east,1,
632,18-29,low,east,1,22
633,18-29,low,east,1,22
634,18-29,low,east,1,
635,18-29,low,east,1,
636,18-29,low,east,1,
637,18-29,low,east,1,3
638,18-29,low,east,1,11
639,18-29,low,east,1,
640,18-29,low,east,1,
641,18-29,low,east,1,
642,18-29,low,east,1,5
643,18-29,low,east,1,22
644,18-29,low,east,1,
645,18-29,low,east,1,7
646,18-29,low,east,1,16
647,18-29,low,east,1,30
648,18-29,low,east,1,
649,18-29,low,east,1,
650,18-29,low,east,1,
651,18-29,low,east,1,
652,18-29,low,east,1,
653,18-29,low,east,1,
654,18-29,low,east,1,13
655,18-29,low,east,1,32
656,18-29,low,east,1,8
657,18-29,low,east,1,
658,18-29,low,east,1,
659,18-29,low,east,1,
660,18-29,low,east,1,
661,18-29,low,east,1,9
662,18-29,low,east,1,
663,18-29,low,east,1,
664,18-29,low,east,1,
665,18-29,low,east,1,
666,18-29,low,east,1,10
667,18-29,low,east,1,
668,18-29,low,east,1,18
669,18-29,low,east,1,2
670,18-29,low,east,1,11
671,18-29,low,east,1,21
672,18-29,low,east,1,
673,18-29,low,east,1,
674,18-29,low,east,1,24
675,18-29,low,east,1,
676,18-29,low,east,1,
677,18-29,low,east,1,33
678,18-29,low,east,1,
679,18-29,low,east,1,
680,18-29,low,east,1,
681,18-29,low,east,1,21
682,18-29,low,east,1,
683,18-29,low,east,1,
684,18-29,low,east,1,
685,18-29,low,east,1,16
686,18-29,low,east,1,
687,18-29,low,east,1,6
688,18-29,low,east,1,3
689,18-29,low,east,1,26
690,18-29,low,east,1,21
691,18-29,low,east,1,17
692,18-29,low,east,1,
693,18-29,low,east,1,
694,18-29,low,east,1,
695,18-29,low,east,1,9
696,18-29,low,east,1,30
697,18-29,low,east,1,
698,18-29,low,east,1,
699,18-29,low,east,1,3
700,18-29,low,east,1,
701,18-29,low,east,1,
702,18-29,low,east,1,12
703,18-29,low,east,1,20
704,18-29,low,east,1,32
705,18-29,low,east,1,
706,18-29,low,east,1,35
707,18-29,low,east,1,
708,18-29,low,east,1,
709,18-29,low,east,1,
710,18-29,low,east,1,
711,18-29,low,east,1,
712,18-29,low,east,1,25
713,18-29,low,west,1,34
714,18-29,low,west,1,
715,18-29,low,west,1,
716,18-29,low,west,1,
717,18-29,low,west,1,
718,18-29,low,west,1,
719,18-29,low,west,1,
720,18-29,low,west,1,20
721,18-29,low,west,1,
722,18-29,low,west,1,35
723,18-29,low,west,1,7
724,18-29,low,west,1,
725,18-29,low,west,1,6
726,18-29,low,west,1,
727,18-29,low,west,1,
728,18-29,low,west,1,
729,18-29,low,west,1,
730,18-29,low,west,1,32
731,18-29,low,west,1,
732,18-29,low,west,1,
733,18-29,low,west,1,
734,18-29,low,west,1,
735,18-29,low,west,1,
736,18-29,low,west,1,7
737,18-29,low,west,1,29
738,18-29,low,west,1,18
739,18-29,low,west,1,22
740,18-29,low,west,1,19
741,18-29,low,west,1,7
742,18-29,low,west,1,
743,18-29,low,west,1,30
744,18-29,low,west,1,
745,18-29,low,west,1,
746,18-29,low,west,1,
747,18-29,low,west,1,
748,18-29,low,west,1,19
749,18-29,low,west,1,
750,18-29,low,west,1,
751,18-29,low,west,1,
752,18-29,low,west,1,
753,18-29,low,west,1,
754,18-29,low,west,1,22
755,18-29,low,west,1,29
756,18-29,low,west,1,
757,18-29,low,west,1,
758,18-29,low,west,1,
759,18-29,low,west,1,
760,18-29,low,west,1,
761,18-29,low,west,1,
762,18-29,low,west,1,2
763,18-29,low,west,1,
764,18-29,low,west,1,
765,18-29,low,west,1,
766,18-29,low,west,1,32
767,18-29,low,west,1,6
768,18-29,low,west,1,28
769,18-29,low,west,1,35
770,18-29,low,west,1,
771,18-29,low,west,1,5
772,18-29,low,west,1,7
773,18-29,low,west,1,
774,18-29,low,west,1,
775,18-29,low,west,1,
776,18-29,low,west,1,
777,18-29,low,west,1,
778,18-29,low,west,1,
779,18-29,low,west,1,
780,18-29,low,west,1,34
781,18-29,low,west,1,20
782,18-29,low,west,1,
783,18-29,low,west,1,
784,18-29,low,west,1,17
785,18-29,low,west,1,13
786,18-29,low,west,1,
787,18-29,low,west,1,
788,18-29,low,west,1,
789,18-29,low,west,1,
790,18-29,low,west,1,29
791,18-29,low,west,1,
792,18-29,low,west,1,
793,18-29,low,west,1,
794,18-29,low,west,1,11
795,18-29,low,west,1,
796,18-29,low,west,1,29
797,18-29,low,west,1,17
798,18-29,low,west,1,
799,18-29,low,west,1,11
800,18-29,low,west,1,
801,18-29,low,west,1,11
802,18-29,low,west,1,
803,18-29,low,west,1,26
804,18-29,low,west,1,
805,18-29,low,west,1,
806,18-29,low,west,1,
807,18-29,low,west,1,
808,18-29,low,west,1,
809,18-29,low,west,1,
810,18-29,low,west,1,
811,18-29,low,west,1,31
812,18-29,low,west,1,
813,18-29,low,west,1,
814,18-29,low,west,1,
815,18-29,low,west,1,
816,18-29,low,west,1,
817,18-29,low,west,1,3
818,18-29,low,west,1,17
819,18-29,low,west,1,19
820,18-29,low,west,1,
821,18-29,low,west,1,
822,18-29,low,west,1,34
823,18-29,low,west,1,
824,18-29,low,west,1,
825,18-29,low,west,1,11
826,18-29,low,west,1,12
827,18-29,low,west,1,17
828,18-29,low,west,1,11
829,18-29,low,west,1,
830,18-29,low,west,1,34
831,18-29,low,west,1,
832,18-29,low,west,1,
833,18-29,low,west,1,
834,18-29,low,west,1,
835,18-29,low,west,1,
836,18-29,low,west,1,
837,18-29,low,west,1,
838,18-29,low,west,1,
839,18-29,low,west,1,
840,18-29,low,west,1,23
841,18-29,low,west,1,
842,18-29,low,west,1,
843,18-29,low,west,1,31
844,18-29,low,west,1,31
845,18-29,low,west,1,
846,18-29,low,west,1,
847,18-29,low,west,1,
848,18-29,low,west,1,36
849,18-29,low,west,1,
850,18-29,low,west,1,
851,18-29,low,west,1,
852,18-29,low,west,1,10
853,18-29,low,west,1,
854,18-29,low,west,1,
855,18-29,low,west,1,10
856,18-29,low,west,1,
857,18-29,low,west,1,
858,18-29,low,west,1,
859,18-29,low,west,1,
860,18-29,low,west,1,
861,18-29,low,west,1,8
862,18-29,low,west,1,
863,18-29,low,west,1,27
864,18-29,low,west,1,29
865,18-29,low,west,1,
866,18-29,low,west,1,29
867,18-29,low,west,1,
868,18-29,low,west,1,
869,18-29,low,west,1,
870,18-29,low,west,1,13
871,18-29,low,west,1,
872,18-29,low,west,1,
873,18-29,low,west,1,8
874,18-29,low,west,1,17
875,18-29,low,west,1,17
876,18-29,low,west,1,31
877,18-29,low,west,1,31
878,18-29,low,west,1,
879,18-29,low,west,1,36
880,18-29,low,west,1,20
881,18-29,low,west,1,
882,18-29,low,west,1,19
883,18-29,low,west,1,
884,18-29,low,west,1,
885,18-29,low,west,1,
886,18-29,low,west,1,
887,18-29,low,west,1,
888,18-29,low,west,1,
889,18-29,low,west,1,
890,18-29,low,west,1,
891,18-29,low,west,1,17
892,18-29,low,west,1,14
893,18-29,low,west,1,
894,18-29,low,west,1,
895,18-29,low,west,1,
896,18-29,low,west,1,
897,18-29,low,west,1,
898,18-29,low,west,1,
899,18-29,low,west,1,
900,18-29,low,west,1,30
901,18-29,low,west,1,
902,18-29,low,west,1,
903,18-29,low,west,1,
904,18-29,low,west,1,
905,18-29,low,west,1,
906,18-29,low,west,1,
907,18-29,low,west,1,
908,18-29,low,west,1,
909,18-29,low,west,1,
910,18-29,low,west,1,35
911,18-29,low,west,1,
912,18-29,low,west,1,
913,18-29,low,west,1,27
914,18-29,low,west,1,10
915,18-29,mid,north,1,
916,18-29,mid,north,1,
917,18-29,mid,north,1,
918,18-29,mid,north,1,
919,18-29,mid,north,1,10
920,18-29,mid,north,1,
921,18-29,mid,north,1,
922,18-29,mid,north,1,26
923,18-29,mid,north,1,
924,18-29,mid,north,1,4
925,18-29,mid,north,1,
926,18-29,mid,north,1,
927,18-29,mid,north,1,19
928,18-29,mid,north,1,16
929,18-29,mid,north,1,
930,18-29,mid,north,1,
931,18-29,mid,north,1,
932,18-29,mid,north,1,
933,18-29,mid,north,1,
934,18-29,mid,north,1,
935,18-29,mid,north,1,14
936,18-29,mid,north,1,
937,18-29,mid,north,1,32
938,18-29,mid,north,1,
939,18-29,mid,north,1,4
940,18-29,mid,north,1,
941,18-29,mid,north,1,
942,18-29,mid,north,1,
943,18-29,mid,north,1,30
944,18-29,mid,north,1,
945,18-29,mid,north,1,11
946,18-29,mid,north,1,
947,18-29,mid,north,1,31
948,18-29,mid,north,1,
949,18-29,mid,north,1,
950,18-29,mid,north,1,30
951,18-29,mid,north,1,
952,18-29,mid,north,1,11
953,18-29,mid,north,1,16
954,18-29,mid,north,1,11
955,18-29,mid,north,1,
956,18-29,mid,north,1,
957,18-29,mid,north,1,
958,18-29,mid,north,1,6
959,18-29,mid,north,1,6
960,18-29,mid,north,1,12
961,18-29,mid,north,1,
962,18-29,mid,north,1,
963,18-29,mid,north,1,
964,18-29,mid,north,1,18
965,18-29,mid,north,1,30
966,18-29,mid,north,1,32
967,18-29,mid,north,1,
968,18-29,mid,north,1,
969,18-29,mid,north,1,8
970,18-29,mid,north,1,
971,18-29,mid,north,1,33
972,18-29,mid,north,1,
973,18-29,mid,north,1,
974,18-29,mid,north,1,
975,18-29,mid,north,1,14
976,18-29,mid,north,1,14
977,18-29,mid,north,1,
978,18-29,mid,north,1,
979,18-29,mid,north,1,
980,18-29,mid,north,1,
981,18-29,mid,north,1,21
982,18-29,mid,north,1,
983,18-29,mid,north,1,
984,18-29,mid,north,1,
985,18-29,mid,north,1,
986,18-29,mid,north,1,
987,18-29,mid,north,1,32
988,18-29,mid,north,1,
989,18-29,mid,north,1,
990,18-29,mid,north,1,
991,18-29,mid,north,1,
992,18-29,mid,north,1,
993,18-29,mid,north,1,
994,18-29,mid,north,1,3
995,18-29,mid,north,1,
996,18-29,mid,north,1,
997,18-29,mid,north,1,
998,18-29,mid,north,1,8
999,18-29,mid,north,1,29
1000,18-29,mid,north,1,
1001,18-29,mid,north,1,14
1002,18-29,mid,north,1,
1003,18-29,mid,north,1,
1004,18-29,mid,north,1,
1005,18-29,mid,north,1,8
1006,18-29,mid,north,1,
1007,18-29,mid,north,1,
1008,18-29,mid,north,1,13
1009,18-29,mid,north,1,
1010,18-29,mid,north,1,
1011,18-29,mid,north,1,
1012,18-29,mid,north,1,30
1013,18-29,mid,north,1,35
1014,18-29,mid,north,1,
1015,18-29,mid,north,1,
1016,18-29,mid,north,1,8
1017,18-29,mid,north,1,
1018,18-29,mid,north,1,
1019,18-29,mid,north,1,
1020,18-29,mid,north,1,
1021,18-29,mid,north,1,15
1022,18-29,mid,north,1,
1023,18-29,mid,north,1,2
1024,18-29,mid,north,1,
1025,18-29,mid,north,1,28
1026,18-29,mid,north,1,
1027,18-29,mid,north,1,35
1028,18-29,mid,north,1,
1029,18-29,mid,north,1,8
1030,18-29,mid,north,1,
