mlbam_id,group,season,sport_id,team_name,league_name,atBats,baseOnBalls,caughtStealing,doubles,gamesPlayed,hitByPitch,hits,homeRuns,intentionalWalks,plateAppearances,runs,sacFlies,stolenBases,triples,game_date
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,5,0,0,0,1,0,1,0,0,5,0,0,0,0,2021-05-23
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,4,0,0,0,1,0,0,0,0,4,0,0,1,0,2021-05-25
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,4,0,0,0,1,0,1,0,0,4,1,0,1,0,2021-05-26
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,5,0,0,0,1,0,2,1,0,5,1,0,0,0,2021-05-27
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,2,0,0,1,1,0,1,0,0,3,1,0,0,0,2021-05-29
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,3,0,1,0,1,0,1,1,0,3,1,0,0,0,2021-05-29
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,2,3,0,0,1,0,1,0,0,5,2,0,0,1,2021-05-30
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,4,0,0,0,1,0,1,0,0,4,0,0,1,0,2021-06-01
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,5,0,0,0,1,0,4,1,0,5,2,0,3,0,2021-06-02
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,5,0,0,0,1,0,1,0,0,5,0,0,0,0,2021-06-03
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,4,0,0,1,1,0,2,0,0,4,0,0,0,0,2021-06-04
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,6,0,0,0,1,0,1,0,0,6,1,0,0,0,2021-06-05
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,3,1,0,0,1,0,0,0,0,4,2,0,0,0,2021-06-08
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,3,2,0,0,1,0,2,1,0,5,3,0,0,0,2021-06-09
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,4,0,0,0,1,0,1,1,0,4,1,0,0,0,2021-06-11
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,3,0,0,0,1,0,1,0,0,3,0,0,0,0,2021-06-12
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,3,0,0,1,1,0,3,1,0,3,2,0,0,0,2021-06-12
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,4,0,0,0,1,0,1,0,0,4,1,0,0,0,2021-06-13
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,5,0,0,1,1,0,1,0,0,5,0,0,0,0,2021-06-15
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,5,0,0,0,1,0,1,0,0,5,1,0,0,0,2021-06-16
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,5,0,0,0,1,0,1,0,0,5,2,0,1,1,2021-06-17
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,4,0,0,0,1,0,2,0,0,4,1,0,0,0,2021-06-18
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,5,0,0,2,1,0,3,0,0,5,1,0,0,0,2021-06-19
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,4,0,0,0,1,0,0,0,0,4,0,0,0,0,2021-06-20
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,4,1,0,0,1,0,2,0,0,5,1,0,1,0,2021-06-22
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,3,2,0,0,1,0,0,0,0,5,1,0,0,0,2021-06-23
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,4,1,0,0,1,0,0,0,0,5,0,0,0,0,2021-06-24
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,4,0,0,1,1,0,1,0,0,4,0,0,0,0,2021-06-25
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,4,0,0,0,1,0,1,0,0,4,1,0,1,0,2021-06-27
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,4,0,0,0,1,0,1,1,0,4,1,0,0,0,2021-06-30
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,5,0,0,2,1,0,3,0,0,5,3,0,0,0,2021-08-20
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,4,1,0,0,1,0,0,0,0,5,0,0,0,0,2021-08-22
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,5,0,0,0,1,0,3,0,0,5,4,0,2,0,2021-08-24
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,3,0,0,0,1,0,0,0,0,3,0,0,0,0,2021-08-26
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,3,1,0,0,1,0,0,0,0,4,1,0,0,0,2021-08-28
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,4,0,0,0,1,0,2,0,0,4,0,0,1,0,2021-08-31
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,4,0,0,0,1,0,1,0,0,5,0,1,1,0,2021-09-01
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,4,0,0,0,1,0,0,0,0,4,0,0,0,0,2021-09-03
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,5,0,0,0,1,0,2,0,0,5,0,0,0,1,2021-09-04
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,4,1,0,0,1,0,1,1,0,5,2,0,0,0,2021-09-05
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,3,1,1,0,1,0,1,0,0,4,1,0,1,0,2021-09-07
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,5,0,0,1,1,0,2,0,0,5,2,0,0,0,2021-09-09
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,5,0,0,0,1,0,0,0,0,5,0,0,0,0,2021-09-10
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,5,0,0,0,1,0,3,0,0,5,1,0,2,1,2021-09-11
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2021-09-14
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,5,0,0,0,1,0,1,1,0,5,1,0,0,0,2021-09-15
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,4,0,0,0,1,0,1,1,0,4,1,0,0,0,2021-09-16
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,3,1,0,0,1,0,0,0,0,4,0,0,1,0,2021-09-17
665833,hitting,2021,12,Altoona Curve,Double-A Northeast,5,0,0,2,1,0,3,0,0,5,1,0,0,0,2021-09-18
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,0,0,0,4,0,0,0,0,2021-05-04
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,0,0,0,4,0,0,0,0,2021-05-05
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,1,0,0,4,1,0,0,0,2021-05-06
666139,hitting,2021,11,Durham Bulls,Triple-A East,6,0,0,1,1,0,3,2,0,6,2,0,0,0,2021-05-07
666139,hitting,2021,11,Durham Bulls,Triple-A East,5,0,0,1,1,0,2,1,0,5,1,0,0,0,2021-05-09
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,1,0,0,1,0,1,0,0,4,1,0,1,0,2021-05-11
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,1,0,0,4,0,0,1,0,2021-05-13
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,0,0,1,1,0,2,1,0,3,2,0,0,0,2021-05-13
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,1,0,0,4,1,0,0,1,2021-05-18
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,1,1,0,1,0,0,5,0,1,0,0,2021-05-19
666139,hitting,2021,11,Durham Bulls,Triple-A East,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2021-05-20
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,1,1,0,4,1,0,0,0,2021-05-21
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,1,0,1,1,0,2,0,0,5,2,0,0,0,2021-05-22
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,1,1,0,4,1,0,0,0,2021-05-23
666139,hitting,2021,11,Durham Bulls,Triple-A East,6,0,0,0,1,0,3,1,0,6,2,0,0,0,2021-05-25
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,1,0,0,4,1,0,0,0,2021-05-26
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,1,0,0,1,0,1,0,0,5,1,0,0,0,2021-05-27
666139,hitting,2021,11,Durham Bulls,Triple-A East,5,0,0,0,1,0,2,0,0,5,1,0,0,0,2021-05-28
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,1,0,0,1,0,0,0,0,4,0,0,0,0,2021-05-30
666139,hitting,2021,11,Durham Bulls,Triple-A East,5,0,0,0,1,0,0,0,0,5,0,0,0,0,2021-06-01
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,1,0,1,1,0,2,0,0,5,1,0,1,0,2021-06-02
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,0,0,0,1,1,1,1,0,4,1,0,0,0,2021-06-03
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,2,0,0,4,0,0,1,0,2021-06-05
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,1,0,1,1,0,1,0,0,4,0,0,0,0,2021-06-06
666139,hitting,2021,11,Durham Bulls,Triple-A East,2,2,0,0,1,0,1,0,0,4,1,0,0,0,2021-06-08
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,1,0,1,1,0,1,0,0,5,2,0,2,0,2021-06-09
666139,hitting,2021,11,Durham Bulls,Triple-A East,1,0,0,0,1,0,1,1,0,1,1,0,0,0,2021-06-10
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,1,1,0,2,0,0,4,0,0,0,0,2021-06-11
666139,hitting,2021,11,Durham Bulls,Triple-A East,5,0,0,1,1,0,1,0,0,5,1,0,0,0,2021-06-12
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,0,0,0,1,0,0,0,0,3,0,0,0,0,2021-06-13
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,0,0,0,1,0,1,0,0,4,0,1,0,0,2021-06-15
666139,hitting,2021,11,Durham Bulls,Triple-A East,5,0,0,0,1,0,2,0,0,5,0,0,0,0,2021-06-16
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,1,0,0,1,0,1,0,0,5,0,0,1,0,2021-06-17
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,2,1,0,2,0,0,4,1,0,0,0,2021-06-18
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,1,0,0,1,0,1,0,0,5,0,0,0,0,2021-06-19
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,1,0,0,1,0,1,0,0,4,1,0,1,0,2021-06-22
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,1,0,0,1,0,0,0,0,4,0,0,0,0,2021-06-23
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,1,0,0,1,0,1,0,0,5,0,0,0,0,2021-06-24
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,2,0,0,1,0,0,0,0,5,0,0,1,0,2021-06-25
666139,hitting,2021,11,Durham Bulls,Triple-A East,5,0,0,0,1,0,1,0,0,5,0,0,0,0,2021-06-27
666139,hitting,2021,11,Durham Bulls,Triple-A East,5,0,0,1,1,0,1,0,0,5,0,0,0,0,2021-06-29
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,1,0,0,4,0,0,0,0,2021-06-30
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,1,0,0,1,0,1,0,0,4,0,0,0,0,2021-07-01
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,1,0,1,1,0,1,0,0,5,1,0,1,0,2021-07-02
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,1,0,0,1,0,2,0,0,5,1,0,1,0,2021-07-03
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,1,0,0,4,1,0,0,0,2021-07-04
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,1,0,0,1,0,1,0,0,5,2,0,1,0,2021-07-06
666139,hitting,2021,11,Durham Bulls,Triple-A East,6,0,0,1,1,0,2,0,0,6,1,0,0,0,2021-07-07
666139,hitting,2021,11,Durham Bulls,Triple-A East,2,2,0,0,1,0,1,0,0,4,0,0,0,0,2021-07-09
666139,hitting,2021,11,Durham Bulls,Triple-A East,5,0,0,0,1,0,0,0,0,5,0,0,0,0,2021-07-10
666139,hitting,2021,11,Durham Bulls,Triple-A East,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2021-07-11
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,1,1,0,3,2,0,4,2,0,0,0,2021-07-13
666139,hitting,2021,11,Durham Bulls,Triple-A East,2,1,0,0,1,0,0,0,0,4,0,1,0,0,2021-07-14
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,1,0,0,1,0,1,1,0,5,1,0,0,0,2021-07-15
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,0,0,0,4,0,0,1,0,2021-07-16
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,1,1,0,2,1,0,4,2,0,0,0,2021-07-17
666139,hitting,2021,11,Durham Bulls,Triple-A East,2,1,0,0,1,0,0,0,0,4,1,1,0,0,2021-07-18
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,1,0,0,1,0,0,0,0,4,1,0,1,0,2021-07-20
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,1,0,0,1,0,0,0,0,4,1,0,0,0,2021-07-21
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,1,0,0,1,0,1,1,0,4,1,0,1,0,2021-07-22
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,0,0,0,4,0,0,0,0,2021-07-23
666139,hitting,2021,11,Durham Bulls,Triple-A East,5,0,0,0,1,0,2,0,0,5,2,0,0,1,2021-07-25
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,0,0,0,4,0,0,0,0,2021-07-27
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,0,0,1,1,0,2,0,0,3,0,0,0,0,2021-07-28
666139,hitting,2021,11,Durham Bulls,Triple-A East,2,1,0,0,1,0,0,0,0,3,0,0,0,0,2021-07-28
666139,hitting,2021,11,Durham Bulls,Triple-A East,5,0,0,0,1,0,1,0,0,5,0,0,0,0,2021-07-29
666139,hitting,2021,11,Durham Bulls,Triple-A East,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2021-07-30
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,1,0,0,1,0,1,0,0,5,1,0,0,0,2021-07-31
666139,hitting,2021,11,Durham Bulls,Triple-A East,5,0,0,1,1,0,2,0,0,5,0,0,1,0,2021-08-01
666139,hitting,2021,11,Durham Bulls,Triple-A East,5,0,0,0,1,0,2,1,0,5,1,0,0,0,2021-08-03
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,1,0,0,1,0,0,0,0,4,1,0,0,0,2021-08-04
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,1,1,0,3,0,0,4,0,0,1,0,2021-08-05
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,1,0,0,1,0,1,1,0,4,2,0,1,0,2021-08-06
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,2,0,0,1,0,1,1,0,5,2,0,0,0,2021-08-07
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,0,0,0,4,0,0,0,0,2021-08-08
666139,hitting,2021,11,Durham Bulls,Triple-A East,0,3,0,0,1,0,0,0,0,3,1,0,1,0,2021-08-11
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,0,0,0,4,0,0,0,0,2021-08-12
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,1,0,0,1,0,0,0,0,5,2,0,0,0,2021-08-13
666139,hitting,2021,11,Durham Bulls,Triple-A East,5,0,0,1,1,0,1,0,0,5,1,0,0,0,2021-08-14
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,2,0,0,4,1,0,0,0,2021-08-15
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,1,1,0,4,1,0,0,0,2021-08-17
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,1,0,0,1,0,1,1,0,5,1,0,0,0,2021-08-18
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,1,1,0,5,1,1,0,0,2021-08-19
666139,hitting,2021,11,Durham Bulls,Triple-A East,2,2,0,0,1,0,0,0,0,4,1,0,0,0,2021-08-21
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,1,0,0,1,0,0,0,0,4,0,0,1,0,2021-08-22
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,1,0,0,1,0,1,0,0,5,2,0,0,0,2021-08-24
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,2,0,0,5,1,1,1,0,2021-08-25
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,0,0,0,4,0,0,0,0,2021-08-26
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,0,1,0,1,0,0,4,0,0,0,0,2021-08-28
666139,hitting,2021,11,Durham Bulls,Triple-A East,2,1,0,0,1,0,0,0,0,3,1,0,0,0,2021-08-28
666139,hitting,2021,11,Durham Bulls,Triple-A East,0,1,0,0,1,0,0,0,0,1,1,0,0,0,2021-08-29
666139,hitting,2021,11,Durham Bulls,Triple-A East,5,0,0,1,1,0,2,1,0,5,2,0,0,0,2021-08-31
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,1,0,1,1,0,2,0,0,5,1,0,0,0,2021-09-01
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,1,0,0,1,0,2,0,0,4,1,0,0,0,2021-09-02
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,2,0,0,1,0,1,0,1,5,0,0,0,0,2021-09-03
666139,hitting,2021,11,Durham Bulls,Triple-A East,4,0,0,1,1,0,3,0,0,4,1,0,2,0,2021-09-04
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,1,0,0,1,0,0,0,0,4,0,0,1,0,2021-09-05
666139,hitting,2021,11,Durham Bulls,Triple-A East,3,1,0,0,1,0,2,0,0,4,0,0,0,0,2021-09-07
666310,hitting,2022,11,Columbus Clippers,International League,3,1,0,0,1,0,0,0,0,4,0,0,0,0,2022-06-21
666310,hitting,2022,11,Columbus Clippers,International League,4,1,0,0,1,0,0,0,0,5,1,0,0,0,2022-06-22
666310,hitting,2022,11,Columbus Clippers,International League,4,0,0,0,1,0,1,0,0,5,0,1,0,0,2022-06-24
666310,hitting,2022,11,Columbus Clippers,International League,4,0,0,0,1,0,1,0,0,4,0,0,0,0,2022-06-25
666310,hitting,2022,11,Columbus Clippers,International League,5,0,0,0,1,0,1,1,0,5,1,0,0,0,2022-06-26
